종목코드,대표자,설립일,주소
010780,"배기문, 남병옥",19750901,"경기도 고양시 덕양구 으뜸로 50 12,13,14층"
010820,손경석,19750925,경상남도 창원시 성산구  남면로 485 퍼스텍(주)
010950,Anwar A. Al-Hejazi (안와르 에이 알-히즈아지),19760106,서울특별시 마포구  백범로 192
010955,,,
010960,"심재범, 이영열",19760115,충청남도 당진시  면천면 면천로 183
011000,"한우근, 김경진(각자대표)",19760127,서울특별시 구로구 디지털로26길 5 에이스하이엔드타워1차 1403호
011070,문혁수,19760224,서울특별시 강서구 마곡중앙10로 30 LG사이언스파크
011090,박진규,19760304,서울특별시 서초구 서초대로73길 40(서초동)
011150,임항순,19760315,경기도 성남시 중원구  둔촌대로388번길 32 (상대원동)
011155,,,
011170,"신동빈, 이영준, 주우현",19760316,서울특별시 송파구 올림픽로 300 롯데월드타워
011200,최원혁,19760325,부산광역시 동구 중앙대로 244 -
011210,권오성,19760329,경상남도 창원시 성산구  정동로 153
011230,"오영주, 이건화",19760401,경기도 용인시 처인구  남사면 경기동로 215 삼화전자공업(주)
011280,강재영,19760412,경기도 시흥시 공단1대로379번안길 74
011300,임종찬,19760420,대구광역시 북구  검단동로 35 (검단동)
011330,이종완,19760427,경기도 안산시 단원구 해봉로 38
011390,유광명,19760515,부산광역시 사상구 장인로 35 (감전동)
011420,이반석,19750506,서울특별시 강남구  학동로 311 미성빌딩 7층
011500,"김응상, 경상호 (각자대표)",19760710,"전라북도 군산시  외항1길 24 (소룡동,0)"
011690,강석환,19761104,경기도 화성시 팔탄면 시청로 971 212호
011700,최영민,19761123,경기도 안산시 단원구  해봉로330번길 23 신길동
011760,"정몽혁, 김원갑, 장안석(각자대표이사)",19761208,서울특별시 종로구 율곡로2길 25 연합미디어센터빌딩 16층
011780,백종훈,19761210,"서울특별시 중구 청계천로 100 (수표동, 시그니쳐타워)"
011785,,,
011790,김종우,19730716,경기도 수원시 장안구 정자로 102 SKC첨단기술중앙연구소 (정자동 911-10)
011810,박상준,19761224,경상남도 창원시 성산구  중앙대로 105
011930,이지선,19770120,"경기도 과천시 과천대로7길 20 A타워 14층,15층"
012030,"문덕식,강운식 (각자 대표이사)",19770315,서울특별시 강남구 삼성로96길 23 7층
0120G0,김경진,20251103,경기도 성남시 분당구 판교로 295
012160,"강근욱, 변태용(각자대표이사)",19770420,충청남도 보령시 주교면 관창공단길 50 -
012170,신민규,19770421,"서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)"
012200,임영환,19770427,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층
012205,,,
012280,최동윤(단독 대표이사),19770607,경상남도 창원시 진해구  남의로 57 (남양동)
012320,정승진,19770615,경기도 성남시 분당구 수내로46번길 4 경동빌딩 -
012330,"정의선, 이규석",19770701,서울 강남구 역삼1동 로담코빌딩 140-2
012450,"김동관, 손재일",19770801,경상남도 창원시 성산구  창원대로 1204
012510,- 이강수 - 지용구,19770820,강원도 춘천시 남산면 버들1길 130
012610,"김흥준,조성용 (각자대표이사)",19771014,인천광역시 서구  건지로 199 (석남동) 223-52
012630,"정몽규, 도기탁 (각자 대표이사)",19771014,서울특별시 종로구 경희궁1가길 9 -
012690,이석주,19771028,서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자
0126Z0,김경아,20251103,인천광역시 연수구 송도교육로 76 삼성에피스홀딩스
012750,"정해린, 하나오카 타쿠로",19771128,서울 중구 순화동 168 에스원빌딩 17층 총무팀
012800,"조시영, 조정호",19771219,경기도 시흥시 공단1대로 391
013000,안백순,19780301,인천광역시 남구 염전로261번길 26-48
013360,백종탁,19780623,경기도 용인시 기흥구 용구대로2469번길 10 죽전 일성트루엘 B105호
013520,"허성룡,현지호",19780915,부산광역시 연제구 중앙대로 1079 -
013570,"김진호, 한상철",19781005,인천광역시 남동구  남동서로362번길 36 (남촌동)
013580,"오태식, 윤길호",19781011,대전광역시 서구 문정로48번길 48 -
013700,"손병재, 권순영 (각자 대표이사)",19781222,경기도 이천시 대월면 경충대로 1937번길 57
013870,"정세영, 송병영",19790320,경상남도 창원시 성산구  웅남로 618(성산동)
013890,정백재,19790308,"경기도 성남시 분당구 야탑로81번길 10,8층(야탑동, 아미고타워)"
014130,유인철,19790515,경기도 화성시 양감면 초록로 103 (주)한익스프레스
014160,"강병은,손용수",19790601,"경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))"
014280,"전장열, 전재범 (각자 대표이사)",19790808,부산광역시 사하구  다산로 110
014285,,,
014440,김태훈,19791211,충청북도 청주시 흥덕구 강내면 서부로 230-23
014530,"장홍선, 장선우 (각자대표)",19791228,경상남도 양산시  어실로 101
014580,"김민정, 정구일, 박충기 (각자 대표이사)",19800122,서울특별시 강서구  공항대로 467 (등촌동)
014680,한장안,19800313,서울특별시 강남구 테헤란로 513K Tower 7F / 8F
014710,김치곤,19800327,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)"
014790,홍석화,19800502,서울특별시 송파구 올림픽로 289
014820,"조점근, 정용욱, 신동만, 윤성노",19800510,충청남도 아산시 둔포면 아산밸리동로 100 -
014825,,,
014830,"이우일, 김상배",19800510,서울특별시 중구  을지로5길 19
014910,신준섭,19800711,경기도 평택시  세교산단로 61
014915,,,
014990,김한수,19800908,서울특별시 강남구  테헤란로104길 21
015020,"김승제,김동현(각자대표)",19800930,서울특별시 양천구 오목로 325 대학빌딩 5층
015230,박권일,19810101,경상남도 김해시 생림면 봉림리 1072-1
015260,전운관,19810121,인천광역시 남동구 남동대로 248 (주)에이엔피
015360,"구본혁, 최세영",19810305,서울특별시 용산구 한강대로 92 LS 용산타워
015590,"백부기, 이문두",19810930,울산광역시 남구  처용로 260-37
015760,김동철,19610701,전라남도 나주시 전력로 55 -
015860,허정석,19820127,경기도 화성시  만년로 905-17
015890,"김해련, 박충기, 김민정 (각자 대표이사)",19820215,서울특별시 강서구 공항대로 467 4층(등촌동)
016090,신윤황,19820525,"서울특별시 강남구 언주로 619 (논현동, 대현그린타워)"
016360,박종문,19821019,서울특별시 서초구 서초대로74길 11 (서초동)
016380,김성일,19821027,"서울특별시 중구 통일로 92 케이지타워 서울 중구 순화동 1-170, 케이지타워, 5층"
016450,"김동녕, 김석환(각자 대표이사)",19821118,서울특별시 영등포구 은행로 30 중소기업중앙회 6층
016580,"이광식, 이원범(각자 대표이사)",19821216,"서울특별시 송파구 법원로6길 11 (문정동, 환인빌딩)"
016590,"권혁홍, 권택환 (각자대표이사)",19821217,경기도 안산시 단원구 별망로 129 -
016610,곽봉석,19821220,서울특별시 영등포구 국제금융로8길 32 동부증권빌딩
016710,대표이사 김영훈 대표이사 김정주,19830131,대구광역시 중구 명덕로 85 대성홀딩스
016740,"조인회, 정재열",19830211,서울특별시 강남구 언주로 726 두산빌딩 12층
016800,"박정희, 배상돈",19830311,서울특별시 송파구 오금로 311 오금동
016880,"윤새봄, 이수영 각자대표",19830321,서울특별시 중구 청계천로 24 케이스퀘어 시티
017040,조광식,19830608,경기도 안산시 단원구  목내로 160 (목내동)
017180,배철한,19830901,경기도 화성시  향남읍 제약공단2길 26
017370,허우영,19840223,서울특별시 영등포구  영등포로 20
017390,공동대표이사 진용민 공동대표이사 황주석,19831128,서울특별시 강서구 공항대로 607 (염창동)
017550,김병현 (단독대표),19840302,경기도 화성시  양감면 정문송산로 260
017670,정재헌,19840420,서울특별시 중구  을지로 65 (을자로2가)
017800,조재천,19840523,충청북도 충주시 충주산단1로 128 현대엘리베이터 -
017810,이우봉,19840531,충청북도 음성군 대소면 삼양로 730-27
017860,한승욱,19840806,경기도 시흥시 협력로 165
017900,최재완,19840731,전라북도 익산시 약촌로8길 62-8 (어양동)
017940,"구자용, 한상훈 (각자 대표이사)",19840906,서울특별시 용산구 한강대로 92 LS용산타워
017960,"조문수, 조연호 (2인, 각자대표이사)",19840917,경상남도 밀양시 부북면 춘화로 85
018250,김상준,19850425,서울특별시 마포구 양화로 188 -
018260,이준희,19850501,서울특별시 송파구 올림픽로35길 125(신천동)
018470,"이영호,성원모",19850919,경상북도 경산시  진량읍 공단6로 98
018500,"이은우, 박승룡, 이승재(각자대표)",19851214,경상북도 경산시  진량읍 북리1길  69
018670,윤병석,19851220,경기도 성남시 분당구 판교로 332 ECO Hub
018880,대표이사 이수일,19860311,대전광역시 대덕구  신일서로 95
019170,유 제 만,19860723,경기도 안산시 단원구 원시로 7
019175,,,
019180,"이광연, 채승훈",19860723,대구광역시 달서구 성서로71길 43
019490,"김정수, 장윤식(공동대표이사)",19861110,경기도 안성시 서운면 안성맞춤대로 16 나동 2층 202호
019680,강호준,19861220,서울특별시 관악구 보라매로 3길 23 (보라매동 729-21) 대교타워
019685,,,
020000,김민덕,19870525,서울특별시 강남구  도산대로 523 한섬빌딩
020120,"허흥범, 박건원 (각자대표)",19870729,서울특별시 성동구 연무장11길 8 성수2가 273-50
020150,김연섭,19870811,전라북도 익산시 석암로3길 63-25
020560,송보영,19880217,서울특별시 강서구  오정로 443-83
020760,김태완,19940401,충청북도 음성군  대소면 대금로 157
021050,"조경호, 박주황",19880907,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)"
021240,서장원,19890502,충청남도 공주시 유구읍 유구마곡사로 136-23
021820,장제상,19890729,대구광역시 달서구 달서대로 554
022100,심민석,19891118,경상북도 포항시 남구 호동로 68
023000,"남상문, 박민희(각자대표)",19920721,경상북도 포항시 남구  대송면 철강산단로66번길 40
023150,"최동호, 김일환",19780704,경상남도 창원시 마산회원구 내서읍 광려천남로 25
023350,김한영,19630309,경기도 하남시 덕풍동로 111-21 (덕풍동)
023450,"김정돈, 박미령 (각자대표)",19651001,충청남도 공주시 탄천면 탄천산업단지길 80-61 -
023530,"신동빈, 정현석, 차우철, 임재철",19700702,서울특별시 중구  남대문로 81 (소공동)
023590,김윤덕,19860109,경기도 성남시 수정구 금토로 69 4층
023800,"정혜승, 강혁진(각자대표이사)",19780131,"경기도 시흥시  군자천로 171 (정왕동, 시화공단2다504)"
023810,"최웅선,최장돈",19690625,서울특별시 송파구 백제고분로 450 -
023960,송한규,19710114,"서울특별시 강서구 공항대로 396 7,8층"
024070,"구조웅, 구영일",19780509,경기도 안산시 단원구  강촌로 237
024090,"정연택, 정동우(각자 대표)",19870302,경상남도 양산시  웅상농공단지길 55
024110,장민영,19610725,서울특별시 중구 을지로 79 중소기업은행본점
024720,윤상현,19900515,세종특별자치시  전의면 덕고개길 12-11
024890,강동엽,19740523,서울특별시 강남구 테헤란로2길 8 4층 13호
024900,"윤성희, 배운교",19770711,울산광역시 북구  효암로 366
025000,"양준영, 박승구, 이찬수(각자대표이사)",19740701,서울특별시 마포구  마포대로 137  KPX빌딩
025530,"김용호, 김휘중(각자대표이사)",19750331,경기도 안산시 단원구 별망로459번길 20
025540,"이창원,이원준",19730420,인천광역시 연수구 갯벌로 38
025560,이창재,19901226,충청남도 천안시 서북구 백석공단7로 65 (백석동)
025620,윤경욱,19720630,서울특별시 강남구 선릉로146길 47 지하1층 - 4층
025750,김경록,19911227,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩
025820,"안월환, 김영길(각자 대표이사)",19710116,경기도 평택시 포승읍 포승공단로 42 이구산업(주)
025860,김창수,19740508,서울특별시 강남구 테헤란로113길 15 (삼성동)
025890,하만규,19870826,경상남도 함안군 법수면 장백로 585 -
026890,"곽동걸, 강신우",19820624,서울특별시 강남구 테헤란로78길 12 MSA빌딩
026940,남상규/손일호,19760823,광주광역시 광산구 하남산단9번로 90 (안청동)
026960,"윤세철, 김종희 (공동대표이사)",19750516,서울특별시 마포구 독막로 324 동서빌딩
027410,홍정국,19941201,서울특별시 강남구 테헤란로 405
027740,"안정원,엄영철(각자 대표이사)",19850927,경기도 용인시 기흥구 구성로 278 -
