종목코드,종목명,재무제표종류,유동자산_2025,유동자산_2024,유동자산_2023,유동부채_2025,유동부채_2024,유동부채_2023,부채총계_2025,부채총계_2024,부채총계_2023,자본총계_2025,자본총계_2024,자본총계_2023,매출액_2025,매출액_2024,매출액_2023,영업이익_2025,영업이익_2024,영업이익_2023,당기순이익_2025,당기순이익_2024,당기순이익_2023,ROE_2025,부채비율_2025,유동비율_2025,ROE_2024,부채비율_2024,유동비율_2024,ROE_2023,부채비율_2023,유동비율_2023,매출액성장률_2025,영업이익성장률_2025,매출액성장률_2024,영업이익성장률_2024,유동자산_2022,유동자산_2021,유동부채_2022,유동부채_2021,부채총계_2022,부채총계_2021,자본총계_2022,자본총계_2021,매출액_2022,매출액_2021,영업이익_2022,영업이익_2021,당기순이익_2022,당기순이익_2021,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
015860,일진홀딩스,CFS,1566091118306.0,1200902391591.0,955819144601.0,970938109062.0,739380996991.0,505448276484.0,1191742504387.0,923236339253.0,726908496148.0,1152721977889.0,1044105740198.0,937870838377.0,2282724142096.0,1800024002531.0,1471896022592.0,145590773490.0,72521206741.0,57518695514.0,89603639629.0,50404281992.0,47946761946.0,7.77,103.39,161.3,4.83,88.42,162.42,5.11,77.51,189.1,26.82,100.76,22.29,26.08,891510804843.0,930249485331.0,463109692059.0,532540305052.0,678227620427.0,726755398999.0,907886898757.0,884838120856.0,1433888289336.0,1190071995775.0,44921597875.0,38724294545.0,28691536536.0,33290727259.0,3.16,74.7,192.51,3.76,82.13,174.68,2.65,28.04,20.49,16.0
015890,태경산업,CFS,368673203669.0,309895464453.0,276002521199.0,188532289880.0,184292929485.0,161217412472.0,399253606970.0,206748842959.0,185598432442.0,590248329599.0,477982351431.0,450039500015.0,777095583235.0,675692460593.0,656027303168.0,55432087513.0,55683630049.0,44128087572.0,38501507975.0,40057922305.0,36170789418.0,6.52,67.64,195.55,8.38,43.25,168.15,8.04,41.24,171.2,15.01,-0.45,3.0,26.19,273420877779.0,247842076191.0,180874995740.0,165892107607.0,204202010453.0,199247650821.0,420836852104.0,385478595103.0,733384357738.0,516770864906.0,54916688892.0,40591835560.0,37464888628.0,28276433164.0,8.9,48.52,151.17,7.34,51.69,149.4,-10.55,-19.65,41.92,35.29
016090,대현,CFS,148371594253.0,152777849305.0,152523206332.0,34004587806.0,32802211072.0,45953364729.0,37463062771.0,36066464183.0,48980004855.0,277429993588.0,270392739404.0,260357529064.0,240544349714.0,259284732061.0,295303511096.0,7078190153.0,14372512461.0,21331953277.0,11014921419.0,15898079623.0,23272375340.0,3.97,13.5,436.33,5.88,13.34,465.75,8.94,18.81,331.91,-7.23,-50.75,-12.2,-32.62,160793659166.0,159345634712.0,50808069220.0,51208656714.0,54998741748.0,59050547416.0,242651078659.0,221030574642.0,319305279593.0,287896441056.0,30195181973.0,22414773991.0,25431134878.0,19243108431.0,10.48,22.67,316.47,8.71,26.72,311.17,-7.52,-29.35,10.91,34.71
016100,리더스코스메틱,CFS,19090377673.0,23183160176.0,25155223203.0,34918704571.0,34762289597.0,30279944189.0,40969934100.0,37335688489.0,35764091672.0,28657925916.0,37406902652.0,44218508476.0,68313820168.0,73498715632.0,69278802746.0,-7089531070.0,-2902749222.0,-4311069604.0,-8290625842.0,-3248690872.0,173304483.0,-28.93,142.96,54.67,-8.68,99.81,66.69,0.39,80.88,83.08,-7.05,-144.24,6.09,32.67,23274729793.0,31877930914.0,33416540950.0,43606298691.0,36189005263.0,51052755401.0,43336121520.0,55718082498.0,86657750918.0,87431172456.0,504936506.0,-4186161295.0,-758552914.0,-3963350815.0,-1.75,83.51,69.65,-7.11,91.63,73.1,-20.05,-953.78,-0.88,112.06
016250,SGC E&C,CFS,778394433804.0,767163012845.0,723178378520.0,802781863470.0,671517681902.0,626407585989.0,1031815625701.0,981780706262.0,641642480364.0,332124592183.0,316976813622.0,218336577155.0,1342032374780.0,1205586883178.0,1863679592064.0,52749511611.0,10557121015.0,-21587161938.0,-74826698792.0,-49045624796.0,-34090257429.0,-22.53,310.67,96.96,-15.47,309.73,114.24,-15.61,293.88,115.45,11.32,399.66,-35.31,148.9,793492097839.0,440800178858.0,708692668861.0,357626523993.0,727213982033.0,387466565470.0,246311665503.0,204255461043.0,1523333467679.0,1307921662550.0,33204579097.0,69077041588.0,51995982486.0,69577003929.0,21.11,295.24,111.97,34.06,189.7,123.26,22.34,-165.01,16.47,-51.93
016360,삼성증권,CFS,,,,,,,71615157044752.0,54949703002180.0,49885200114300.0,8068055959870.0,7324213114450.0,6622709394534.0,,,,,,,1007226734146.0,899037889864.0,547405708396.0,12.48,887.64,,12.27,750.25,,8.27,753.24,,,,,,,,,,47652352674387.0,59626558211304.0,6195908342795.0,6080928788294.0,,,,,422405108435.0,965338208537.0,6.82,769.09,,15.87,980.55,,,,,
016380,KG스틸,CFS,1001996641268.0,1336208150513.0,1193243551020.0,827331373978.0,1273167466778.0,626542463507.0,1045253739517.0,1381154118863.0,1304937566020.0,2055486553860.0,1960217245439.0,1890576488340.0,3193444424500.0,3300982020646.0,3429848200193.0,150747044427.0,206016382810.0,280410835368.0,135541251751.0,132467061440.0,235222297338.0,6.59,50.85,121.11,6.76,70.46,104.95,12.44,69.02,190.45,-3.26,-26.83,-3.76,-26.53,1016802407111.0,1123225414046.0,648409557265.0,815570345596.0,1361342496584.0,1620934715289.0,1690164830079.0,1150163552965.0,3819689027832.0,3354789186331.0,340351530549.0,296911904979.0,534763543114.0,190707950937.0,31.64,80.54,156.81,16.58,140.93,137.72,-10.21,-17.61,13.86,14.63
016450,한세예스24홀딩스,CFS,1459203274657.0,1235053587294.0,1028481312223.0,1371049771846.0,1429490153650.0,1045252816478.0,2093657727714.0,1831199793408.0,1188689216686.0,941078962409.0,994460069104.0,963656730166.0,3409830339365.0,2830854661888.0,2780751628151.0,65466584992.0,152254632037.0,189745000099.0,-23184360138.0,24982740795.0,111443389308.0,-2.46,222.47,106.43,2.51,184.14,86.4,11.56,123.35,98.4,20.45,-57.0,1.8,-19.76,1110802442650.0,1122515831303.0,1055290548647.0,1026634357409.0,1205446231945.0,1291920827286.0,831517509175.0,949352232324.0,3322113533739.0,2798895736344.0,192868855902.0,134681974504.0,49481514456.0,75870159104.0,5.95,144.97,105.26,7.99,136.08,109.34,-16.3,-1.62,18.69,43.2
0164H0,한국제16호스팩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016580,환인제약,CFS,228270759132.0,201297208213.0,212101332439.0,56501260078.0,42376240826.0,40027750609.0,57883743425.0,48704233167.0,43019152692.0,421006997993.0,376001534036.0,358207480590.0,255214382356.0,259596031749.0,230393578986.0,13018531799.0,21495286106.0,30170287865.0,13595213603.0,23380719395.0,29774322169.0,3.23,13.75,404.01,6.22,12.95,475.02,8.31,12.01,529.89,-1.69,-39.44,12.68,-28.75,197421514501.0,242411929875.0,31750479508.0,30900267268.0,35446435977.0,35963186455.0,333928125494.0,317225685380.0,198934734394.0,177775700611.0,29810419721.0,31275795116.0,23733586732.0,26458506063.0,7.11,10.61,621.79,8.34,11.34,784.5,15.81,1.21,11.9,-4.69
016590,신대양제지,CFS,325260837159.0,301577722497.0,330899042817.0,134518403258.0,123368093026.0,123366100872.0,201750168566.0,183832235420.0,189456582350.0,721148901759.0,692090313315.0,686755610418.0,639529019559.0,658502364521.0,645359891647.0,22240505362.0,29284139868.0,58513877508.0,22272440036.0,33264061430.0,51251648060.0,3.09,27.98,241.8,4.81,26.56,244.45,7.46,27.59,268.23,-2.88,-24.05,2.04,-49.95,330075836941.0,318215034743.0,157468802943.0,112456264343.0,227229978192.0,219154383689.0,657299911642.0,626797128046.0,676402223828.0,681565905342.0,50861766330.0,54395725480.0,51281300998.0,60434795558.0,7.8,34.57,209.61,9.64,34.96,282.97,-4.59,15.04,-0.76,-6.5
0165X0,메리츠제2호스팩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016600,큐캐피탈,CFS,,,,,,,44009518140.0,41325954768.0,34621108325.0,141177026258.0,138094113910.0,135505525815.0,,,,,,,2443908856.0,1780079162.0,7066505278.0,1.73,31.17,,1.29,29.93,,5.21,25.55,,,,,,,,,,13988417687.0,12064864431.0,127341461969.0,133222972285.0,16557788149.0,16125229210.0,,,-6738469914.0,-2829422527.0,-5.29,10.98,,-2.12,9.06,,117.23,,2.68,
016610,DB증권,CFS,,,,,,,13001159728772.0,9496592720797.0,9038074593682.0,1263573239071.0,1174049116712.0,1173885264629.0,1921987648624.0,1318537932981.0,1206986042160.0,,,,95458788281.0,52937573718.0,12526271139.0,7.55,1028.92,,4.51,808.88,,1.07,769.93,,45.77,,9.24,,,,,,8710072105027.0,8535236408583.0,1047298189421.0,1048436630854.0,1223166577309.0,1410732861048.0,,,10770184612.0,126818163372.0,1.03,831.67,,12.1,814.09,,-1.32,,-13.3,
016670,디모아,CFS,88394361974.0,68499803819.0,69448439607.0,40784489046.0,30686773673.0,28677401519.0,43459189107.0,32026946073.0,30843294386.0,86071327723.0,62181419262.0,50021740368.0,23062358194.0,19940729417.0,31352678402.0,4054721710.0,2294401693.0,2912404483.0,11113370129.0,3466340906.0,-2498774824.0,12.91,50.49,216.74,5.57,51.51,223.22,-5.0,61.66,242.17,15.65,76.72,-36.4,-21.22,69118328872.0,70819260530.0,30415668147.0,31023071366.0,32689197476.0,33298168258.0,52482123672.0,71394878849.0,25643172347.0,34739693720.0,2359937625.0,6502669481.0,-18866267340.0,3946144147.0,-35.95,62.29,227.25,5.53,46.64,228.28,22.27,23.41,-26.18,-63.71
016710,대성홀딩스,CFS,502945577010.0,495509621846.0,516254204501.0,363858250882.0,392471935595.0,527812793456.0,632259129103.0,660560447178.0,686948614403.0,613362711519.0,589102058542.0,559034234876.0,1222634175867.0,1212354718188.0,1216816669863.0,28063138263.0,23297613824.0,9963570964.0,22316962886.0,44277575016.0,159418653042.0,3.64,103.08,138.23,7.52,112.13,126.25,28.52,122.88,97.81,0.85,20.45,-0.37,133.83,521682900507.0,346582912114.0,496194551524.0,286509680133.0,786541938665.0,647101706869.0,604804139153.0,596911156179.0,1253169917697.0,938585207962.0,6984420659.0,21148138997.0,4902357332.0,23947536169.0,0.81,130.05,105.14,4.01,108.41,120.97,-2.9,42.65,33.52,-66.97
016740,두올,CFS,355452608590.0,350942024033.0,313208286021.0,218883119237.0,229392239185.0,199738111650.0,270098951862.0,273790726702.0,261501985696.0,279296724039.0,240411524798.0,215587695865.0,796139348935.0,773258596565.0,729863464197.0,48595353009.0,42917631926.0,44974345930.0,31307526641.0,16676264495.0,20831932708.0,11.21,96.71,162.39,6.94,113.88,152.99,9.66,121.3,156.81,2.96,13.23,5.95,-4.57,296934612669.0,257977679540.0,213171947750.0,148960019060.0,263998120328.0,226828876123.0,198173169886.0,197312678548.0,565996038053.0,495632646209.0,13299644433.0,25296758456.0,7511336573.0,15551865628.0,3.79,133.22,139.29,7.88,114.96,173.19,33.06,231.5,14.2,-47.43
016790,현대사료,CFS,62421886001.0,67536023432.0,70946112844.0,10443851478.0,22244945373.0,177186574720.0,19208675692.0,28052894996.0,180581086598.0,76548918864.0,88931121555.0,-72225701823.0,113027093258.0,128461963646.0,160600796744.0,4991149450.0,2656039214.0,-9612022305.0,4384187336.0,28440597779.0,-217652242667.0,5.73,25.09,597.69,31.98,31.54,303.6,301.35,-250.02,40.04,-12.02,87.92,-20.01,127.63,91025571802.0,66186276010.0,144723534439.0,29789970396.0,228900391386.0,36145973055.0,32878193438.0,57628105023.0,158095623136.0,110306014605.0,-2154877028.0,1249658669.0,-292244390119.0,-725293232.0,-888.87,696.21,62.9,-1.26,62.72,222.18,1.58,-346.06,43.32,-272.44
016800,퍼시스,CFS,235686500206.0,258056611366.0,259188806121.0,63663681439.0,65584524438.0,62519924579.0,72480797387.0,69918424596.0,67011502268.0,597668247322.0,574010179978.0,530592357564.0,358199545192.0,385705375506.0,362905625021.0,5737130312.0,21476407888.0,35235683418.0,35580171231.0,47720515516.0,66895995467.0,5.95,12.13,370.21,8.31,12.18,393.47,12.61,12.63,414.57,-7.13,-73.29,6.28,-39.05,215710486345.0,280928999196.0,65902722142.0,70588449223.0,71851940711.0,77976680373.0,472952597361.0,497507890890.0,381251130841.0,326505279504.0,32658637873.0,28653226539.0,5876766413.0,45100864949.0,1.24,15.19,327.32,9.07,15.67,397.98,-4.81,7.89,16.77,13.98
016880,웅진,CFS,929438044318.0,404122873919.0,432073368991.0,1038801371461.0,678617510607.0,631966521029.0,5011362623765.0,782069798792.0,835453231162.0,336077402738.0,188901005477.0,191624801173.0,1150691499139.0,1008111365589.0,1018577151624.0,78114435118.0,31084577897.0,22359940820.0,114381099710.0,-5176664480.0,-24754798288.0,34.03,1491.13,89.47,-2.74,414.01,59.55,-12.92,435.98,68.37,14.14,151.3,-1.03,39.02,481290449369.0,496564255314.0,728792255569.0,588483896981.0,868253314371.0,845476888061.0,226164473393.0,220517482432.0,1049841292075.0,979866235586.0,42327369054.0,42952922677.0,8092750248.0,34162109612.0,3.58,383.9,66.04,15.49,383.41,84.38,-2.98,-47.17,7.14,-1.46
016920,카스,CFS,71250944441.0,77716179520.0,72991734318.0,85957558014.0,92518424590.0,86597157809.0,97535816887.0,103048079456.0,97917496378.0,68124619266.0,69711282272.0,64557281715.0,161073686528.0,156004130939.0,156031555991.0,2014876260.0,3609514029.0,4957740460.0,-1657646247.0,1310845236.0,1733608277.0,-2.43,143.17,82.89,1.88,147.82,84.0,2.69,151.68,84.29,3.25,-44.18,-0.02,-27.19,89951570442.0,80237053171.0,98569994292.0,93574672210.0,113327635163.0,111895916356.0,61481517136.0,49337217013.0,168362798218.0,160550729271.0,4389154378.0,5788634409.0,2738724725.0,-2578243921.0,4.45,184.33,91.26,-5.23,226.8,85.75,-7.32,12.95,4.87,-24.18
017000,신원종합개발,CFS,171868182964.0,157470837553.0,176596790996.0,81803115371.0,72210462160.0,115461652451.0,110009755024.0,111263948975.0,153559262517.0,112097841300.0,106997656933.0,101519649696.0,211310547626.0,259809713516.0,309755353209.0,8599532119.0,15013758701.0,3128726284.0,4857629900.0,5528410647.0,8253167612.0,4.33,98.14,210.1,5.17,103.99,218.07,8.13,151.26,152.95,-18.67,-42.72,-16.12,379.87,169956494566.0,158175637669.0,101800058395.0,61859270924.0,133300677121.0,110479364650.0,93836238095.0,88992004104.0,188210171518.0,139060809283.0,2032585973.0,5119302038.0,4440252586.0,3690554665.0,4.73,142.06,166.95,4.15,124.15,255.7,64.58,53.93,35.34,-60.3
017040,광명전기,CFS,54903975681.0,62761054961.0,118898775926.0,116354817256.0,55972867801.0,53897942070.0,127851833168.0,70393109887.0,56535497664.0,6234636080.0,72285942906.0,130621136848.0,95869088214.0,142406269452.0,161220121788.0,-9968236835.0,-8771158218.0,-2273334035.0,-68154975244.0,-43217121722.0,10890754211.0,-1093.17,2050.67,47.19,-59.79,97.38,112.13,8.34,43.28,220.6,-32.68,-13.65,-11.67,-285.83,107721627777.0,112590039911.0,49661800189.0,49125546455.0,53307671271.0,54791365737.0,118450344003.0,114558921398.0,138239355910.0,137092770026.0,4635070783.0,2865250702.0,5791185979.0,5904611709.0,4.89,45.0,216.91,5.15,47.83,229.19,16.62,-149.05,0.84,61.77
017180,명문제약,CFS,92071922460.0,80329215087.0,81436185840.0,96362975416.0,92659589991.0,116372828055.0,167998749757.0,154865086757.0,147794261201.0,104456715373.0,103122599441.0,88754532448.0,195247096550.0,186443052017.0,169567372992.0,6834598874.0,1928730102.0,963765332.0,1417785610.0,-3789893020.0,-4874243002.0,1.36,160.83,95.55,-3.68,150.18,86.69,-5.49,166.52,69.98,4.72,254.36,9.95,100.12,70706927709.0,67466131070.0,110821453501.0,113087638840.0,135182358858.0,137389372750.0,95267464101.0,85873708987.0,152134940505.0,137759902074.0,6433888101.0,-5880803085.0,7976055380.0,-6804256793.0,8.37,141.9,63.8,-7.92,159.99,59.66,11.46,-85.02,10.43,209.4
017250,인터엠,CFS,47031717201.0,43205873107.0,41037193241.0,38014239464.0,38361200970.0,38756091031.0,46994085250.0,45627859152.0,45698097824.0,42216504561.0,40320121752.0,38886612124.0,60053752284.0,60338490432.0,50963849828.0,3988168563.0,4404496692.0,10773303544.0,2049183472.0,2310580605.0,8227279919.0,4.85,111.32,123.72,5.73,113.16,112.63,21.16,117.52,105.89,-0.47,-9.45,18.39,-59.12,37570993462.0,35547119441.0,45154714886.0,46379891501.0,50458913560.0,52951212249.0,31353990108.0,29392373347.0,58684341336.0,50625242980.0,3067556701.0,-17832998396.0,1006702551.0,-17123936683.0,3.21,160.93,83.21,-58.26,180.15,76.64,-13.16,251.2,15.92,117.2
017370,우신시스템,CFS,196880769223.0,277388522963.0,241156735969.0,203141876440.0,288134378591.0,267330019166.0,228281019062.0,305511677606.0,284056762487.0,166563534212.0,128241252445.0,96403707602.0,388612954434.0,563596965854.0,242195761152.0,20857626833.0,36066529187.0,12410190731.0,15007580438.0,33895515946.0,7430685130.0,9.01,137.05,96.92,26.43,238.23,96.27,7.71,294.65,90.21,-31.05,-42.17,132.7,190.62,150779319919.0,178217590852.0,178058326845.0,194509592550.0,192467200303.0,220358554970.0,90048515305.0,89247153048.0,254538462220.0,262337789266.0,7972167440.0,-11486951348.0,2816572951.0,-12911457219.0,3.13,213.74,84.68,-14.47,246.91,91.62,-4.85,55.67,-2.97,169.4
017390,서울가스,CFS,1011045320506.0,1012528061866.0,1011629402471.0,424314150498.0,411465396140.0,446784812465.0,676454982120.0,668245264059.0,709423037097.0,1121233148086.0,1097717099043.0,1067796743185.0,1827997485378.0,1703788525280.0,1717423189672.0,17405786429.0,-10285296486.0,-3200619585.0,30985459618.0,34321611906.0,20527153332.0,2.76,60.33,238.28,3.13,60.88,246.08,1.92,66.44,226.42,7.29,269.23,-0.79,-221.35,1062951374975.0,737642195366.0,557406644342.0,362324422582.0,818373686144.0,623830583613.0,1052968760901.0,1038771292420.0,1724452004293.0,1277844476509.0,3324640638.0,-4941094915.0,17919220491.0,8540875496.0,1.7,77.72,190.7,0.82,60.05,203.59,-0.41,-196.27,34.95,167.29
017480,삼현철강,CFS,182854129391.0,180534306285.0,183170597743.0,19940636099.0,21674155923.0,26850104016.0,20420877690.0,21674155923.0,26850104016.0,197035888347.0,195194764606.0,194512419340.0,217962237638.0,223661506913.0,262437778010.0,5099289480.0,3559859456.0,9727719983.0,6345443768.0,5508284894.0,10414244126.0,3.22,10.36,916.99,2.82,11.1,832.95,5.35,13.8,682.2,-2.55,43.24,-14.78,-63.4,185157541222.0,171091868862.0,34897295822.0,36048651465.0,34897295822.0,36070032422.0,189392647614.0,176070744190.0,340566810816.0,322146868536.0,19125865555.0,33148768681.0,16010830220.0,25395535406.0,8.45,18.43,530.58,14.42,20.49,474.61,-22.94,-49.14,5.72,-42.3
017510,세명전기,CFS,25981015003.0,24398001680.0,25227105590.0,10046093602.0,3466073355.0,2740496114.0,16654972400.0,9878751995.0,8368837677.0,90125515566.0,78580956066.0,74962897932.0,32333208200.0,14431484950.0,12480171413.0,14815685792.0,3029673182.0,1997049736.0,12764239500.0,4685278134.0,1306545862.0,14.16,18.48,258.62,5.96,12.57,703.91,1.74,11.16,920.53,124.05,389.02,15.64,51.71,25564434012.0,37491467376.0,2104643492.0,2460783501.0,8261702636.0,9102893309.0,74723572070.0,73539906522.0,13966161594.0,15029594450.0,1022697460.0,1616527636.0,2253654261.0,2327485635.0,3.02,11.06,1214.67,3.16,12.38,1523.56,-15.26,32.19,-7.08,-36.73
017550,수산세보틱스,CFS,144859248910.0,119069182868.0,146167631608.0,63222785523.0,45310094268.0,80673846976.0,68445843946.0,50986247092.0,87612992058.0,199633221159.0,186252303463.0,175504537464.0,229388263473.0,197892248312.0,226540510519.0,18964316244.0,12067922457.0,16398431249.0,15840229694.0,9225939690.0,16873038022.0,7.93,34.29,229.13,4.95,27.37,262.79,9.61,49.92,181.18,15.92,57.15,-12.65,-26.41,155944008621.0,138282482439.0,116508261814.0,106468384687.0,123182486960.0,114040079182.0,138548648213.0,122049572808.0,286296769359.0,252992405856.0,22598864801.0,14273592746.0,15749353436.0,11393232917.0,11.37,88.91,133.85,9.33,93.44,129.88,-20.87,-27.44,13.16,58.33
017650,대림제지,CFS,95915677104.0,84830095094.0,89896126540.0,16515992236.0,15022689009.0,18444395229.0,45386818390.0,43257538778.0,49794959811.0,282887637089.0,274106778503.0,262976449589.0,168837382045.0,166263916267.0,164383300566.0,5280796436.0,9834883741.0,21826803766.0,6397679040.0,13227141032.0,18797086089.0,2.26,16.04,580.74,4.83,15.78,564.68,7.15,18.94,487.39,1.55,-46.31,1.14,-54.94,80677236858.0,63989720584.0,20809566722.0,28029191626.0,50524376010.0,56287448241.0,246937705258.0,207497360467.0,187353234547.0,181256328710.0,29197579672.0,26119679266.0,24416419932.0,21523802124.0,9.89,20.46,387.69,10.37,27.13,228.3,-12.26,-25.24,3.36,11.78
017670,SK텔레콤,CFS,6727130000000.0,7476682000000.0,6585602000000.0,6529775000000.0,9224278000000.0,6993980000000.0,17152491000000.0,18687621000000.0,17890828000000.0,12955292000000.0,11827634000000.0,12228399000000.0,17099213000000.0,17940609000000.0,17608511000000.0,1073215000000.0,1823409000000.0,1753204000000.0,375084000000.0,1387095000000.0,1145937000000.0,2.9,132.4,103.02,11.73,158.0,81.05,9.37,146.31,94.16,-4.69,-41.14,1.89,4.0,7219196000000.0,6352665000000.0,8046541000000.0,6960435000000.0,19153066000000.0,18576139000000.0,12155196000000.0,12335138000000.0,17304973000000.0,16748585000000.0,1612070000000.0,1387162000000.0,947831000000.0,2418989000000.0,7.8,157.57,89.72,19.61,150.6,91.27,1.75,8.75,3.32,16.21
017800,현대엘리베이터,CFS,1836909421009.0,1536223960141.0,1345816746356.0,1453950619779.0,1638004530402.0,1333818957490.0,2278742310757.0,2231470469732.0,2163866654178.0,1444314941553.0,1342280676829.0,1371566725006.0,2467378018763.0,2885296849309.0,2602099211882.0,209221822358.0,225738463277.0,82620342529.0,269282572016.0,193928194856.0,309851270446.0,18.64,157.77,126.34,14.45,166.24,93.79,22.59,157.77,100.9,-14.48,-7.32,10.88,173.22,1096309421000.0,1131485066000.0,1222898678000.0,1082405519000.0,1847719039000.0,1851191573000.0,1166752024000.0,1136202157000.0,2129301101000.0,1973426416000.0,43016097000.0,129001780000.0,78232444000.0,112347037000.0,6.71,158.36,89.65,9.89,162.93,104.53,22.2,92.07,7.9,-66.65
