종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월
066430,아이로보틱스,KOSDAQ,361,9,-5,-1.0,730,39153,12.0
066590,스모트로닉,KOSDAQ,950,34,42,-6.0,1231,38677,12.0
066620,국보디자인,KOSDAQ,1022,155,184,15.0,1788,7500,12.0
066670,디티씨,KOSDAQ,416,19,52,3.0,474,18691,12.0
066700,테라젠이텍스,KOSDAQ,685,19,-41,8.0,716,37152,12.0
066790,씨씨에스,KOSDAQ,42,-21,-19,-36.0,972,65152,12.0
066900,디에이피,KOSDAQ,5432,-578,-643,-146.0,420,22744,12.0
066910,손오공,KOSDAQ,384,-7,34,19.0,400,13386,12.0
066980,한성크린텍,KOSDAQ,449,-5,-8,-4.0,809,52597,12.0
067000,조이시티,KOSDAQ,422,3,10,-11.0,738,69903,12.0
067010,이씨에스,KOSDAQ,733,-27,-14,1.0,233,10888,3.0
067080,대화제약,KOSDAQ,370,5,-2,2.0,1710,18616,12.0
067160,SOOP,KOSDAQ,1060,212,283,24.0,5247,11494,12.0
067170,오텍,KOSDAQ,1630,-42,-121,-17.0,628,27459,12.0
067280,멀티캠퍼스,KOSDAQ,807,6,19,11.0,1351,5926,12.0
067290,JW신약,KOSDAQ,810,75,140,46.0,1201,56037,12.0
067310,하나마이크론,KOSDAQ,5077,720,823,25.0,24601,66490,12.0
067370,선바이오,KOSDAQ,87,-5,-2,0.0,698,12213,12.0
067390,아스트,KOSDAQ,2544,74,-87,-3.0,1933,421157,12.0
067570,엔브이에이치코리아,KOSDAQ,3832,105,53,-15.0,729,42170,12.0
067630,HLB생명과학,KOSDAQ,152,-65,-71,-16.0,2493,121917,12.0
067730,로지시스,KOSDAQ,0,0,0,0.0,208,9673,12.0
067770,세진티에스,KOSDAQ,33,5,13,3.0,148,8396,12.0
067900,와이엔텍,KOSDAQ,289,42,50,10.0,1084,18199,12.0
067920,이글루,KOSDAQ,389,-32,-27,-1.0,558,10996,12.0
067990,도이치모터스,KOSDAQ,6374,104,20,1.0,1139,29181,12.0
068050,팬엔터테인먼트,KOSDAQ,98,1,-2,-9.0,317,27694,12.0
068100,케이웨더,KOSDAQ,39,1,1,-5.0,289,11927,12.0
068240,다원시스,KOSDAQ,210,-95,344,-36100000.0,965,38163,12.0
068330,일신바이오,KOSDAQ,0,0,0,0.0,411,44216,12.0
068760,셀트리온제약,KOSDAQ,0,0,0,0.0,16983,44402,12.0
068790,DMS,KOSDAQ,138,-86,3,33.0,1925,22570,12.0
068930,디지털대성,KOSDAQ,698,102,92,20.0,1967,27675,12.0
068940,셀피글로벌,KOSDAQ,88,-18,-19,-86.0,357,45912,12.0
069080,웹젠,KOSDAQ,394,54,120,5.0,3719,30966,12.0
069140,누리플랜,KOSDAQ,272,17,11,3.0,258,15095,12.0
069330,유아이디,KOSDAQ,156,35,37,19.0,180,16952,12.0
069410,엔텔스,KOSDAQ,160,1,9,6.0,279,10244,12.0
069510,에스텍,KOSDAQ,1052,53,111,17.0,1355,10910,12.0
069540,빛과전자,KOSDAQ,71,-17,-34,-30.0,2704,112691,12.0
069920,엑시온그룹,KOSDAQ,19,-34,-62,0.0,148,9296,12.0
070300,엑스큐어,KOSDAQ,16,-19,-48,0.0,656,35524,12.0
070590,인티큐브,KOSDAQ,104,-23,-23,-18.0,227,13879,12.0
071200,인피니트헬스케어,KOSDAQ,321,95,134,21.0,2098,24396,12.0
071280,로체시스템즈,KOSDAQ,400,43,44,9.0,946,15296,12.0
071670,에이테크솔루션,KOSDAQ,687,-9,-10,-1.0,492,10000,12.0
071850,캐스텍코리아,KOSDAQ,373,-12,12,-26.0,346,24260,12.0
072020,중앙백신,KOSDAQ,0,0,0,0.0,868,9256,12.0
072470,우리산업홀딩스,KOSDAQ,1719,86,93,10.0,424,18887,12.0
072770,멤레이비티,KOSDAQ,100,-16,-23,-39.0,408,41512,12.0
072870,메가스터디,KOSDAQ,276,15,78,9.0,1537,11920,12.0
072950,빛샘전자,KOSDAQ,389,38,42,12.0,578,8052,12.0
072990,에이치시티,KOSDAQ,247,4,0,6.0,475,14498,12.0
073010,케이에스피,KOSDAQ,250,40,31,9.0,1063,40191,12.0
073110,엘엠에스,KOSDAQ,223,-8,37,-9.0,448,8895,12.0
073190,듀오백,KOSDAQ,231,-34,-36,-24.0,82,11968,12.0
073490,LIG아큐버,KOSDAQ,455,-3,7,2.0,1984,7603,12.0
073540,에프알텍,KOSDAQ,41,-5,-2,0.0,235,11400,12.0
073560,우리손에프앤지,KOSDAQ,711,27,15,8.0,1047,69237,12.0
073570,리튬포어스,KOSDAQ,29,-19,-13,0.0,193,12037,12.0
073640,테라사이언스,KOSDAQ,38,-17,-18,-30.0,761,116378,12.0
074430,아미노로직스,KOSDAQ,54,6,11,4.0,904,87826,12.0
074600,원익QnC,KOSDAQ,2562,219,151,5.0,7229,26288,12.0
075130,플랜티넷,KOSDAQ,106,5,5,1.0,304,16122,12.0
075970,동국알앤에스,KOSDAQ,278,6,1,1.0,301,18400,12.0
076080,웰크론한텍,KOSDAQ,313,16,-33,-139.0,214,22594,12.0
076610,해성옵틱스,KOSDAQ,695,7,32,-1.0,605,59236,12.0
077360,덕산하이메탈,KOSDAQ,687,-7,50,-38.0,4321,45437,12.0
078020,LS증권,KOSDAQ,16365,392,398,5.0,3511,55481,12.0
078070,유비쿼스홀딩스,KOSDAQ,329,57,171,10.0,1393,17058,12.0
078130,국일제지,KOSDAQ,167,-5,-2,-2.0,4633,112740,12.0
078140,대봉엘에스,KOSDAQ,291,20,4,5.0,835,11086,12.0
078150,HB테크놀러지,KOSDAQ,363,5,232,17.0,1668,92715,12.0
078160,메디포스트,KOSDAQ,195,-169,-103,-33.0,3159,39204,12.0
078340,컴투스,KOSDAQ,1447,51,-84,2.0,2962,12091,12.0
078350,한양디지텍,KOSDAQ,1920,68,64,9.0,2995,15244,12.0
078590,휴림에이텍,KOSDAQ,0,0,0,0.0,199,9991,12.0
078600,대주전자재료,KOSDAQ,909,92,-61,4.0,11354,15704,12.0
078860,아이오케이이엔엠,KOSDAQ,10,-14,51,-12.0,176,6177,12.0
078890,가온그룹,KOSDAQ,1218,113,62,6.0,677,18424,12.0
079000,와토스코리아,KOSDAQ,0,0,0,0.0,321,7200,12.0
079170,한창산업,KOSDAQ,0,0,0,0.0,240,5200,12.0
079190,케스피온,KOSDAQ,106,2,9,-15.0,109,19177,12.0
079370,제우스,KOSDAQ,549,-171,-131,-3.0,2825,31016,12.0
079650,서산,KOSDAQ,115,3,6,0.0,851,20000,12.0
079810,APS이노베이션,KOSDAQ,196,30,65,3.0,585,21528,12.0
079940,가비아,KOSDAQ,850,107,109,10.0,6374,13420,12.0
079950,인베니아,KOSDAQ,140,2,22,-31.0,146,13799,12.0
079960,동양이엔피,KOSDAQ,1228,65,171,11.0,1516,7860,12.0
079970,투비소프트,KOSDAQ,58,0,0,9.0,76,12829,12.0
080010,이상네트웍스,KOSDAQ,247,58,65,10.0,734,9835,12.0
080160,모두투어,KOSDAQ,613,28,62,15.0,1540,18900,12.0
080220,제주반도체,KOSDAQ,1805,671,781,46.0,26968,34442,12.0
080420,모다이노칩,KOSDAQ,876,31,-50,-3.0,1091,79721,12.0
080470,성창오토텍,KOSDAQ,564,20,40,14.0,213,7300,12.0
080520,오디텍,KOSDAQ,111,-23,-14,0.0,329,11322,12.0
080530,코디,KOSDAQ,200,11,10,9.0,272,11071,12.0
080580,오킨스전자,KOSDAQ,256,36,40,24.0,2676,21090,12.0
080720,한국유니온제약,KOSDAQ,59,-16,-23,-36100000.0,215,7912,12.0
081150,티플랙스,KOSDAQ,0,0,0,0.0,644,24268,12.0
081180,쎄크,KOSDAQ,365,-41,-45,-15.0,492,8825,12.0
081580,성우전자,KOSDAQ,472,17,28,11.0,359,15508,12.0
082210,옵트론텍,KOSDAQ,593,44,-5,-29.0,728,34963,12.0
082270,젬백스,KOSDAQ,183,-8,-15,-6.0,4316,44269,12.0
082660,코스나인,KOSDAQ,49,-55,-174,-139.0,478,99640,12.0
082800,비보존 제약,KOSDAQ,141,-30,-56,-34.0,1469,60719,12.0
082850,우리바이오,KOSDAQ,2692,-43,13,-3.0,508,48456,12.0
082920,비츠로셀,KOSDAQ,683,203,263,21.0,13148,45339,12.0
083310,엘오티베큠,KOSDAQ,626,-54,-26,-2.0,1447,17810,12.0
083450,GST,KOSDAQ,1159,202,218,19.0,7980,18430,12.0
083470,이엠앤아이,KOSDAQ,17,-13,-12,0.0,149,21340,12.0
083500,에프엔에스테크,KOSDAQ,129,35,36,12.0,1115,8306,12.0
083550,케이엠,KOSDAQ,338,-9,-1,4.0,342,13556,12.0
083640,인콘,KOSDAQ,491,16,-29,-4.0,257,22958,12.0
083650,비에이치아이,KOSDAQ,2808,353,68,40.0,12547,30944,12.0
083660,CSA 코스믹,KOSDAQ,71,-16,-21,-40.0,245,106638,12.0
083790,CG인바이츠,KOSDAQ,43,-61,-58,-3.0,650,76894,12.0
083930,아바코,KOSDAQ,148,-40,22,15.0,1444,14677,12.0
084110,휴온스글로벌,KOSDAQ,1970,92,187,4.0,3051,12659,12.0
084180,수성웹툰,KOSDAQ,226,5,-1,-43.0,90,18074,12.0
084370,유진테크,KOSDAQ,1019,188,281,13.0,28828,22916,12.0
084440,유비온,KOSDAQ,209,10,10,6.0,186,19132,9.0
084650,랩지노믹스,KOSDAQ,179,-42,-49,-35.0,481,74239,12.0
084730,팅크웨어,KOSDAQ,1197,-46,-33,-14.0,738,11109,12.0
084850,아이티엠반도체,KOSDAQ,1322,-49,-36,-63.0,1830,22682,12.0
084990,헬릭스미스,KOSDAQ,6,-22,-14,0.0,1539,46092,12.0
085660,차바이오텍,KOSDAQ,3297,-307,1,-18.0,8079,92972,12.0
085670,뉴프렉스,KOSDAQ,350,3,16,9.0,742,24500,12.0
085810,알티캐스트,KOSDAQ,175,-11,-17,-5.0,243,14136,12.0
085910,네오티스,KOSDAQ,179,23,38,10.0,2452,13794,12.0
086040,바이오톡스텍,KOSDAQ,119,-18,-29,2.0,328,15958,12.0
086060,진바이오텍,KOSDAQ,215,8,7,7.0,443,8610,12.0
086390,유니테스트,KOSDAQ,224,-25,-2,-16.0,1986,21134,12.0
086450,동국제약,KOSDAQ,2510,273,302,12.0,8512,45230,12.0
086520,에코프로,KOSDAQ,8183,564,2891,3.0,102103,135776,12.0
086670,비엠티,KOSDAQ,356,18,42,14.0,1435,9925,12.0
086710,선진뷰티사이언스,KOSDAQ,227,15,23,6.0,824,12203,12.0
086820,바이오솔루션,KOSDAQ,38,-13,-20,0.0,1511,25924,12.0
086890,이수앱지스,KOSDAQ,0,0,0,0.0,1264,40774,12.0
086900,메디톡스,KOSDAQ,607,74,97,5.0,5035,7298,12.0
086960,MDS테크,KOSDAQ,509,45,27,7.0,769,42528,12.0
086980,쇼박스,KOSDAQ,789,217,218,3.0,1234,62438,12.0
087010,펩트론,KOSDAQ,32,-165,-216,-23.0,24786,23317,12.0
087260,모바일어플라이언스,KOSDAQ,45,-29,-30,-8.0,80,32552,12.0
087600,픽셀플러스,KOSDAQ,535,8,36,4.0,335,8166,12.0
088130,동아엘텍,KOSDAQ,409,40,-170,29.0,874,17485,12.0
088280,쏘닉스,KOSDAQ,170,-45,-22,-5.0,443,17306,12.0
088290,이원컴포텍,KOSDAQ,85,-9,-15,0.0,186,7976,12.0
088340,유라클,KOSDAQ,87,-8,-8,-31.0,270,4364,12.0
088390,이녹스,KOSDAQ,144,8,11,12.0,646,9385,12.0
088800,에이스테크,KOSDAQ,332,-41,-37,-36.0,1228,75506,12.0
088910,동우팜투테이블,KOSDAQ,760,42,83,14.0,553,25721,12.0
089010,켐트로닉스,KOSDAQ,1745,74,50,2.0,3479,16770,12.0
089030,테크윙,KOSDAQ,524,97,-78,2.0,17341,37053,12.0
089140,넥스턴앤롤코리아,KOSDAQ,255,36,53,-5.0,329,15316,12.0
089150,케이씨티,KOSDAQ,0,0,0,0.0,303,17150,12.0
089230,THE E&M,KOSDAQ,62,-21,-176,-130.0,515,38421,12.0
089600,KT나스미디어,KOSDAQ,0,0,0,0.0,1148,11568,12.0
089790,제이티,KOSDAQ,232,17,41,6.0,411,10315,12.0
089850,유비벨록스,KOSDAQ,1534,-24,-14,-4.0,614,14730,12.0
089890,코세스,KOSDAQ,126,15,25,16.0,3565,16584,12.0
089970,브이엠,KOSDAQ,889,301,340,30.0,23509,26326,12.0
089980,상아프론테크,KOSDAQ,485,12,8,4.0,2089,15989,12.0
090150,아이윈,KOSDAQ,275,16,22,22.0,208,41875,12.0
090360,로보스타,KOSDAQ,251,1,9,-2.0,5742,9750,12.0
090410,덕신이피씨,KOSDAQ,257,0,2,-1.0,319,46084,12.0
090470,제이스로보틱스,KOSDAQ,64,-69,-64,-18.0,677,17476,12.0
090710,휴림로봇,KOSDAQ,300,-46,-8,-13.0,7520,119559,12.0
090850,현대이지웰,KOSDAQ,463,74,81,21.0,1362,22477,12.0
091120,이엠텍,KOSDAQ,486,-48,-39,-6.0,658,17132,12.0
091340,S&K폴리텍,KOSDAQ,705,67,83,6.0,249,11703,12.0
091440,한울소재과학,KOSDAQ,15,-36,-50,-77.0,974,33425,12.0
091580,상신이디피,KOSDAQ,722,49,60,5.0,1877,13328,12.0
091590,남화토건,KOSDAQ,176,4,11,7.0,632,11740,12.0
091700,파트론,KOSDAQ,4510,122,138,7.0,2835,50000,12.0
091970,LSK아이로봇,KOSDAQ,86,-14,-16,-35.0,294,7534,12.0
092040,아미코젠,KOSDAQ,123,-32,194,-4.0,811,70655,12.0
092070,디엔에프,KOSDAQ,0,0,0,0.0,1365,11571,12.0
092130,이크레더블,KOSDAQ,88,7,9,41.0,1693,12043,12.0
092190,서울바이오시스,KOSDAQ,1878,104,108,10.0,2568,45868,12.0
092300,현우산업,KOSDAQ,607,34,44,10.0,455,20149,12.0
092460,한라IMS,KOSDAQ,394,55,79,14.0,2532,17109,12.0
092600,앤씨앤,KOSDAQ,162,-4,-14,52.0,119,5016,12.0
092730,네오팜,KOSDAQ,1322,288,323,15.0,3083,16027,12.0
092870,엑시콘,KOSDAQ,98,-20,12,6.0,1998,13050,12.0
093190,빅솔론,KOSDAQ,375,56,76,12.0,1558,19238,12.0
093320,케이아이엔엑스,KOSDAQ,425,89,95,11.0,6173,4880,12.0
093380,풍강,KOSDAQ,661,36,63,7.0,263,9879,8.0
093520,매커스,KOSDAQ,553,91,94,20.0,2167,11901,12.0
093640,케이알엠,KOSDAQ,16,-18,-15,-18.0,1024,32843,12.0
093920,서원인텍,KOSDAQ,365,10,44,4.0,888,18600,12.0
094170,동운아나텍,KOSDAQ,0,0,0,0.0,6074,20909,12.0
094360,칩스앤미디어,KOSDAQ,58,2,14,10.0,2148,21355,12.0
094480,갤럭시아머니트리,KOSDAQ,351,46,30,7.0,1804,39229,12.0
094820,일진파워,KOSDAQ,638,70,85,17.0,1598,15078,12.0
094840,슈프리마에이치큐,KOSDAQ,73,10,22,5.0,1265,9806,12.0
094850,참좋은여행,KOSDAQ,0,0,0,0.0,589,14000,12.0
094860,네오리진,KOSDAQ,67,-11,55,-22.0,754,53110,12.0
094940,푸른로보틱스,KOSDAQ,43,-5,-8,-3.0,466,8361,12.0
094970,제이엠티,KOSDAQ,680,34,63,14.0,437,16748,12.0
095190,신화프리텍,KOSDAQ,1208,22,-43,-5.0,1341,65260,12.0
095270,웨이브일렉트로,KOSDAQ,158,-11,-12,2.0,528,14372,12.0
095340,ISC,KOSDAQ,683,236,266,13.0,29506,21197,12.0
095500,미래나노텍,KOSDAQ,1243,85,135,5.0,2127,31009,12.0
095610,테스,KOSDAQ,972,222,288,18.0,32079,19360,12.0
095660,네오위즈,KOSDAQ,1014,70,202,11.0,3710,21636,12.0
095700,제넥신,KOSDAQ,0,0,0,0.0,1072,45540,12.0
095910,에스에너지,KOSDAQ,264,-60,-75,-35.0,280,37296,12.0
096240,크레버스,KOSDAQ,584,26,20,12.0,870,10238,12.0
096250,와이즈넛,KOSDAQ,72,-14,-10,7.0,786,13106,12.0
096350,대창솔루션,KOSDAQ,212,15,10,-15.0,596,36854,12.0
096530,씨젠,KOSDAQ,1291,236,393,5.0,14205,52225,12.0
096610,알에프세미,KOSDAQ,54,2,13,10.0,515,17386,12.0
096630,에스코넥,KOSDAQ,581,3,-10,24.0,287,15876,12.0
096690,에이루트,KOSDAQ,135,-30,-30,-15.0,205,4022,12.0
096870,엘디티,KOSDAQ,100,-8,-3,-2.0,186,8347,12.0
097780,에코볼트,KOSDAQ,280,-7,9,-8.0,267,20293,12.0
097800,윈팩,KOSDAQ,741,-233,-303,-53.0,508,27290,12.0
097870,효성오앤비,KOSDAQ,179,31,15,1.0,431,8490,6.0
098070,한텍,KOSDAQ,470,76,104,25.0,2518,11121,12.0
098120,마이크로컨텍솔,KOSDAQ,276,54,67,23.0,1895,8312,12.0
098460,고영,KOSDAQ,727,99,204,8.0,17460,68204,12.0
098660,에스티오,KOSDAQ,159,-7,-12,-21.0,185,12500,12.0
099190,아이센스,KOSDAQ,751,9,19,-2.0,4359,28757,12.0
099220,SDN,KOSDAQ,172,2,-9,-3.0,423,62944,12.0
099320,쎄트렉아이,KOSDAQ,372,-20,-20,5.0,8125,10951,12.0
099390,브레인즈컴퍼니,KOSDAQ,41,-12,-2,13.0,256,8208,12.0
099410,동방선기,KOSDAQ,357,41,45,16.0,401,14000,12.0
099430,바이오플러스,KOSDAQ,265,57,72,9.0,2222,61640,12.0
099440,스맥,KOSDAQ,292,-48,-50,-27.0,2040,68243,12.0
099520,DGI,KOSDAQ,74,-5,-2,-9.0,581,45281,12.0
099750,이지케어텍,KOSDAQ,789,50,64,15.0,882,13659,3.0
100030,인지소프트,KOSDAQ,46,9,137,45.0,563,3283,12.0
100120,뷰웍스,KOSDAQ,582,88,109,12.0,2054,8971,12.0
100130,동국S&C,KOSDAQ,158,-10,-41,-5.0,844,57143,12.0
100590,머큐리,KOSDAQ,260,-12,9,1.0,529,17139,12.0
100660,서암기계공업,KOSDAQ,110,-4,0,0.0,363,12600,12.0
100700,세운메디칼,KOSDAQ,154,34,45,8.0,1011,43800,12.0
100790,미래에셋벤처투자,KOSDAQ,537,151,151,12.0,7080,53120,12.0
101000,KS인더스트리,KOSDAQ,104,-8,-10,-15.0,143,39641,12.0
101160,월덱스,KOSDAQ,691,143,243,14.0,4862,16510,12.0
101170,우림피티에스,KOSDAQ,103,-4,4,3.0,939,13500,12.0
101240,씨큐브,KOSDAQ,601,102,110,11.0,337,11357,12.0
101330,모베이스,KOSDAQ,3311,100,197,6.0,759,23147,12.0
101360,에코앤드림,KOSDAQ,162,-8,-2,-4.0,1157,17786,12.0
101400,엔시트론,KOSDAQ,85,-14,-12,-5.0,196,11741,12.0
101490,에스앤에스텍,KOSDAQ,617,114,134,21.0,8608,21334,12.0
101670,하이드로리튬,KOSDAQ,10,-34,-342,0.0,505,56777,12.0
101680,한국정밀기계,KOSDAQ,637,21,15,4.0,188,8404,12.0
101730,위메이드맥스,KOSDAQ,327,-153,-127,-10.0,3230,83803,12.0
101930,인화정공,KOSDAQ,260,42,78,11.0,3015,45694,12.0
101970,우양에이치씨,KOSDAQ,312,30,58,0.0,1405,14790,12.0
102120,어보브반도체,KOSDAQ,625,32,51,8.0,1207,17780,12.0
102370,케이옥션,KOSDAQ,28,-3,-5,-4.0,781,25888,12.0
102710,이엔에프테크놀로지,KOSDAQ,1709,249,270,13.0,5572,14287,12.0
102940,코오롱생명과학,KOSDAQ,497,29,208,7.0,2762,13090,12.0
103230,에스앤더블류,KOSDAQ,471,35,36,10.0,174,7200,12.0
103840,우양,KOSDAQ,1763,5,-59,-3.0,314,16366,12.0
104040,디에스엠,KOSDAQ,125,-33,-40,0.0,772,26813,12.0
104200,NHN벅스,KOSDAQ,521,4,-124,-20.0,369,14827,12.0
104460,디와이피엔에프,KOSDAQ,607,36,51,13.0,922,10518,12.0
104480,티케이케미칼,KOSDAQ,3396,-16,-1128,-11.0,1342,90895,12.0
104540,코렌텍,KOSDAQ,246,9,15,6.0,532,13407,12.0
104620,노랑풍선,KOSDAQ,296,24,27,-2.0,514,16810,12.0
104830,원익머트리얼즈,KOSDAQ,882,157,173,10.0,4280,12608,12.0
105330,케이엔더블유,KOSDAQ,166,-11,-13,-5.0,983,16019,12.0
105550,엣지파운드리,KOSDAQ,89,-49,9,2.0,310,78307,12.0
105740,디케이락,KOSDAQ,328,2,26,6.0,643,10168,12.0
105760,포스뱅크,KOSDAQ,265,20,32,7.0,350,10190,12.0
106080,케이이엠텍,KOSDAQ,8,-32,-40,-47.0,95,5761,12.0
106190,하이텍팜,KOSDAQ,0,0,0,0.0,1099,10633,12.0
106240,파인테크닉스,KOSDAQ,90,-12,-20,-30.0,312,23877,12.0
107600,새빗켐,KOSDAQ,303,-62,-123,-18.0,679,5650,12.0
107640,한중엔시에스,KOSDAQ,547,14,14,6.0,2606,9064,12.0
108230,톱텍,KOSDAQ,326,60,137,-1.0,1060,38023,12.0
108380,대양전기공업,KOSDAQ,509,63,92,10.0,1558,9567,12.0
108490,로보티즈,KOSDAQ,118,-118,-97,-3.0,28882,14661,12.0
108860,셀바스AI,KOSDAQ,266,-4,15,-4.0,1698,26914,12.0
109080,옵티시스,KOSDAQ,0,0,0,0.0,446,5636,12.0
109610,에스와이,KOSDAQ,1263,-12,-33,-8.0,925,48907,12.0
109670,씨싸이트,KOSDAQ,387,-15,-4,-3.0,219,5836,12.0
109740,디에스케이,KOSDAQ,49,-57,-35,-13.0,1210,25710,12.0
109820,진매트릭스,KOSDAQ,100,-16,-37,-18.0,285,20393,12.0
109860,동일금속,KOSDAQ,286,15,16,3.0,681,9100,12.0
109960,앱토크롬,KOSDAQ,24,-5,-34,-2.0,254,15132,12.0
110020,전진바이오팜,KOSDAQ,193,12,43,36.0,167,9058,12.0
110790,크리스에프앤씨,KOSDAQ,632,-67,-47,-3.0,666,23430,12.0
110990,디아이티,KOSDAQ,485,164,185,17.0,3205,18900,12.0
111710,남화산업,KOSDAQ,0,0,0,0.0,653,20588,12.0
112040,위메이드,KOSDAQ,1533,85,317,6.0,5224,33948,12.0
112290,와이씨켐,KOSDAQ,703,-82,-138,-30.0,1902,20221,12.0
113810,디젠스,KOSDAQ,224,12,14,3.0,151,32628,12.0
114190,강원에너지,KOSDAQ,522,-9,-11,-20.0,2040,26123,12.0
114450,그린생명과학,KOSDAQ,249,4,16,4.0,385,20000,12.0
114630,폴라리스우노,KOSDAQ,188,16,35,3.0,245,17235,12.0
114810,한솔아이원스,KOSDAQ,492,71,68,11.0,3278,28143,12.0
114840,아이패밀리에스씨,KOSDAQ,548,37,42,19.0,1332,16681,12.0
115160,휴맥스,KOSDAQ,921,28,352,-19.0,262,4312,12.0
115180,큐리언트,KOSDAQ,19,-77,-78,-80.0,6095,37511,12.0
115310,인포바인,KOSDAQ,69,19,24,7.0,1008,14831,12.0
115440,우리넷,KOSDAQ,118,-40,-38,1.0,715,10794,12.0
115450,HLB테라퓨틱스,KOSDAQ,130,-32,-44,-6.0,1493,88580,12.0
115480,씨유메디칼,KOSDAQ,153,25,29,5.0,212,12124,12.0
115500,케이씨에스,KOSDAQ,0,0,0,0.0,912,12000,12.0
115530,씨엔플러스,KOSDAQ,175,-8,-9,-33.0,150,7884,12.0
115570,스타플렉스,KOSDAQ,246,14,46,10.0,202,7984,12.0
115610,이미지스,KOSDAQ,130,-52,-37,-67.0,167,11818,12.0
117670,알파칩스,KOSDAQ,201,-14,-4,-23.0,538,6661,12.0
117730,티로보틱스,KOSDAQ,82,-30,-5,-84.0,2639,22558,12.0
118990,모트렉스,KOSDAQ,1798,117,140,1.0,1239,24537,12.0
119500,포메탈,KOSDAQ,0,0,0,0.0,293,11847,12.0
119610,인터로조,KOSDAQ,307,62,65,10.0,1639,11413,12.0
119830,아이텍,KOSDAQ,121,-3,-88,-7.0,1380,26538,12.0
119850,지엔씨에너지,KOSDAQ,554,44,161,20.0,5880,16448,12.0
120240,대정화금,KOSDAQ,923,85,119,6.0,1052,7190,12.0
121440,골프존홀딩스,KOSDAQ,695,26,9,2.0,2852,42836,12.0
121600,나노신소재,KOSDAQ,327,28,66,3.0,4941,12262,12.0
121800,비덴트,KOSDAQ,28,-3,-429,-7.0,2563,77201,12.0
121850,코이즈,KOSDAQ,50,0,8,-96.0,70,5056,12.0
121890,에스디시스템,KOSDAQ,181,-22,-18,-16.0,293,13291,12.0
122310,제노레이,KOSDAQ,254,-16,-3,0.0,480,14553,12.0
122350,삼기,KOSDAQ,1486,-37,-59,-11.0,720,38339,12.0
122450,KX,KOSDAQ,719,38,-11,6.0,1138,44819,12.0
122640,예스티,KOSDAQ,275,31,35,1.0,5724,21600,12.0
122690,서진오토모티브,KOSDAQ,7043,143,129,-19.0,371,23079,12.0
122870,와이지엔터테인먼트,KOSDAQ,1471,180,178,7.0,7168,18691,12.0
122990,와이솔,KOSDAQ,972,21,75,-9.0,1603,26639,12.0
123010,알엔티엑스,KOSDAQ,97,14,14,-7.0,540,34797,12.0
123040,엠에스오토텍,KOSDAQ,4201,119,113,-40.0,971,62628,12.0
123330,제닉,KOSDAQ,294,34,35,54.0,2055,7968,12.0
123410,코리아에프티,KOSDAQ,2106,118,128,17.0,1470,27841,12.0
123420,위메이드플레이,KOSDAQ,324,34,79,8.0,611,10401,12.0
123570,이엠넷,KOSDAQ,85,2,9,2.0,370,22276,12.0
123750,알톤,KOSDAQ,71,-4,-3,2.0,296,13819,12.0
123840,뉴온,KOSDAQ,136,-21,-68,-40.0,125,6365,12.0
123860,아나패스,KOSDAQ,1822,200,185,30.0,1506,12123,12.0
124500,아이티센글로벌,KOSDAQ,32882,992,943,51.0,4490,23204,12.0
124560,태웅로직스,KOSDAQ,2766,5,15,-2.0,724,38720,12.0
125020,티씨머티리얼즈,KOSDAQ,3039,109,82,12.0,1715,35038,12.0
125210,아모그린텍,KOSDAQ,307,16,18,8.0,889,16496,12.0
125490,한라캐스트,KOSDAQ,405,15,21,5.0,2704,36502,12.0
126340,비나텍,KOSDAQ,254,-15,-16,-5.0,4006,7180,12.0
126600,BGF에코머티리얼즈,KOSDAQ,928,32,40,3.0,1763,62766,12.0
126640,화신정공,KOSDAQ,3220,13,27,2.0,1239,35055,12.0
126700,하이비젼시스템,KOSDAQ,280,-75,-44,-10.0,1322,14942,12.0
126730,코칩,KOSDAQ,121,11,28,8.0,1131,8770,12.0
126880,제이엔케이글로벌,KOSDAQ,520,6,32,3.0,631,23204,12.0
127120,제이에스링크,KOSDAQ,24,-49,-38,-26.0,11325,34741,12.0
127710,아시아경제,KOSDAQ,145,-28,-11,1.0,456,44049,12.0
127980,화인써키트,KOSDAQ,166,2,7,-1.0,360,11840,12.0
128540,에코캡,KOSDAQ,343,-16,14,2.0,335,26690,12.0
128660,피제이메탈,KOSDAQ,1031,79,22,9.0,664,24803,12.0
129890,앱코,KOSDAQ,164,7,28,0.0,455,45545,12.0
129920,대성하이텍,KOSDAQ,176,0,-204,-38.0,609,16248,12.0
130500,GH신소재,KOSDAQ,211,20,21,-6.0,254,14545,12.0
130580,나이스디앤비,KOSDAQ,183,13,19,13.0,834,15400,12.0
130740,티피씨글로벌,KOSDAQ,173,-6,239,26.0,218,11276,12.0
131030,옵투스제약,KOSDAQ,819,86,121,7.0,963,17646,12.0
131090,시큐브,KOSDAQ,121,34,34,7.0,294,7658,12.0
131100,티엔엔터테인먼트,KOSDAQ,1429,97,6,3.0,240,32246,12.0
131180,딜리,KOSDAQ,382,23,63,8.0,218,5870,12.0
131220,대한과학,KOSDAQ,176,10,10,8.0,290,7454,12.0
131290,티에스이,KOSDAQ,1507,420,514,19.0,27764,11061,12.0
131370,알서포트,KOSDAQ,107,-8,-7,1.0,753,53267,12.0
