종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,고유번호,재무제표종류,매출액_당기,매출액_전기,영업이익_당기,영업이익_전기,영업이익_전전기,부채총계,자본총계,유동자산,유동부채,매출액성장률(%),영업이익성장률(%),부채비율(%),유동비율(%),3년연속흑자
365660,레몬헬스케어,KOSDAQ,0,0,0,0.0,847,13351,12.0,01424261,,,,,,,,,,,,,,,
365900,브이씨,KOSDAQ,108,-5,-5,-6.0,200,7310,12.0,01354740,CFS,37571861421.0,38924440813.0,-2629767273.0,-3093545609.0,-5995467324.0,42184687950.0,40828927351.0,23669360135.0,37790409339.0,-3.47,14.99,103.32,62.63,False
366030,나인앤컴퍼니,KOSDAQ,83,8,48,13.0,1079,22653,12.0,01307335,CFS,44648827047.0,48932397190.0,7455242694.0,8856200559.0,10512863283.0,5410952834.0,83403622746.0,59781601972.0,3113765249.0,-8.75,-15.82,6.49,1919.91,True
367000,플래티어,KOSDAQ,86,-14,-12,0.0,244,8388,12.0,01454341,CFS,36249143389.0,29798214574.0,-6876612960.0,-6974514700.0,-4541180978.0,32851331003.0,30185469964.0,37186217070.0,31525248034.0,21.65,1.4,108.83,117.96,False
368600,아이씨에이치,KOSDAQ,106,7,1,-51.0,157,25795,12.0,01302853,CFS,40989305940.0,61799901635.0,-12476651697.0,-5571065333.0,-10036300774.0,68759443863.0,18360595728.0,28264119372.0,63325735105.0,-33.67,-123.95,374.49,44.63,False
368770,파이버프로,KOSDAQ,143,48,53,30.0,3771,32854,12.0,01513440,CFS,43396320128.0,32650667976.0,10309865956.0,7121941735.0,2726357451.0,14664138850.0,45785460131.0,39564599918.0,6957323096.0,32.91,44.76,32.03,568.68,True
368970,오에스피,KOSDAQ,72,5,2,-10.0,195,8740,12.0,01491607,CFS,10615032443.0,15101070726.0,-1398198310.0,-611389345.0,743150582.0,13476305174.0,32208861974.0,8261577231.0,11418079429.0,-29.71,-128.69,41.84,72.36,False
369370,블리츠웨이엔터테인먼트,KOSDAQ,71,-24,-23,-62.0,374,49871,12.0,01508855,CFS,26875132856.0,23332389525.0,-4751771176.0,-4886285963.0,-6421313075.0,17099601164.0,18041471978.0,13808356148.0,15101388394.0,15.18,2.75,94.78,91.44,False
370090,퓨런티어,KOSDAQ,253,-38,-8,0.0,524,8556,12.0,01357446,CFS,12143538944.0,25341103329.0,-7162779864.0,-3750655671.0,7162414199.0,3393304600.0,41159537109.0,39289225926.0,3096652229.0,-52.08,-90.97,8.24,1268.76,False
371950,풍원정밀,KOSDAQ,90,-30,-40,-144.0,1257,22662,12.0,00417167,CFS,29990430736.0,46242233154.0,-19970833964.0,-18335586745.0,-21972451723.0,67752546034.0,12015275803.0,12778744942.0,,-35.14,-8.92,563.89,,False
372170,윤성에프앤씨,KOSDAQ,219,-15,9,-10.0,1188,7979,12.0,00925374,CFS,98684297762.0,270360884239.0,-32154871903.0,31513493028.0,26488103793.0,89179958917.0,176476120524.0,161150930137.0,85305396270.0,-63.5,-202.04,50.53,188.91,False
372320,큐로셀,KOSDAQ,0,-78,-87,-204.0,3364,15225,12.0,01492651,CFS,0.0,0.0,-36274346153.0,-36618932031.0,-31129752767.0,104695188622.0,5022366055.0,32035558219.0,97014293033.0,,0.94,2084.58,33.02,False
372800,아이티아이즈,KOSDAQ,187,-28,-30,-68.0,198,7037,12.0,01429840,CFS,68242651682.0,62002361498.0,-3821024735.0,801656699.0,-5315069619.0,21576339916.0,10260288448.0,18919766302.0,21500699167.0,10.06,-576.64,210.29,88.0,False
373110,엑셀세라퓨틱스,KOSDAQ,10,-29,-29,-174.0,200,17294,12.0,01492217,CFS,1948989102.0,1934344104.0,-10783411683.0,-9302495732.0,-8672160798.0,8631919478.0,7262939772.0,9671450248.0,5380448317.0,0.76,-15.92,118.85,179.75,False
373160,데이원컴퍼니,KOSDAQ,303,4,7,16.0,479,13807,12.0,01455492,CFS,122088922567.0,127680095673.0,4852650074.0,-360303355.0,1094551277.0,34913401754.0,45623489103.0,57889477737.0,27359918674.0,-4.38,1446.82,76.53,211.58,False
373170,엠아이큐브솔루션,KOSDAQ,0,0,0,0.0,237,15113,12.0,01497142,CFS,25620442016.0,29636481104.0,885921750.0,-1069721190.0,1756064734.0,8539275254.0,23724140978.0,28316876099.0,4815231289.0,-13.55,182.82,35.99,588.07,False
373200,엑스플러스,KOSDAQ,39,-11,-34,-27.0,338,25043,12.0,01514698,CFS,5777698338.0,10426581859.0,-3459600671.0,-3890823088.0,-3703454492.0,35425142080.0,22494067174.0,3080788970.0,25003039217.0,-44.59,11.08,157.49,12.32,False
376180,피코그램,KOSDAQ,0,0,0,0.0,257,18561,12.0,00604028,CFS,30872569046.0,32144304576.0,-704156204.0,2836750613.0,1525783534.0,19773602910.0,39915440005.0,28623197885.0,7552819728.0,-3.96,-124.82,49.54,378.97,False
376270,HEM파마,KOSDAQ,49,-38,-40,-198.0,2840,7209,12.0,01480708,CFS,12816751890.0,15067336854.0,-15580852880.0,-7681695087.0,-11761259820.0,46144852320.0,5092445343.0,22355931424.0,40214624708.0,-14.94,-102.83,906.14,55.59,False
376290,씨유테크,KOSDAQ,434,17,51,5.0,479,17657,12.0,00575106,CFS,17033775544.0,18128890029.0,1182347999.0,1783549829.0,-1497808496.0,4984324676.0,81548541081.0,62132691653.0,4618005422.0,-6.04,-33.71,6.11,1345.44,False
376300,디어유,KOSDAQ,234,97,155,12.0,4534,23738,12.0,01456011,CFS,83844480785.0,74866743114.0,32714884626.0,26108068535.0,28625832888.0,33141350158.0,211935327725.0,190058478782.0,28285950201.0,11.99,25.31,15.64,671.92,True
376900,로킷헬스케어,KOSDAQ,81,-24,-19,13.0,8428,15873,12.0,01335143,CFS,13386314102.0,6829188244.0,-3158736684.0,-6498089628.0,-8321575339.0,39776985703.0,7443968535.0,44140692369.0,36986532618.0,96.02,51.39,534.35,119.34,False
376930,노을,KOSDAQ,3,-49,-47,-110.0,333,51291,12.0,01494118,CFS,5121885655.0,1601464029.0,-19559694007.0,-22177223353.0,-15867227501.0,13455808432.0,25460764564.0,31574098837.0,8051677959.0,219.83,11.8,52.85,392.14,False
376980,원티드랩,KOSDAQ,89,-10,-15,3.0,236,9766,12.0,01441611,CFS,35794073221.0,36536807841.0,571423974.0,26448831.0,1942861573.0,22707731819.0,38500740062.0,22312103291.0,9413321723.0,-2.03,2060.49,58.98,237.03,True
377030,비트맥스,KOSDAQ,61,-11,-166,-36100000.0,211,14291,12.0,01409095,CFS,11857536986.0,363996120.0,-4001393482.0,-15926017058.0,-16105823822.0,96532571988.0,10058782223.0,23817691678.0,93987474610.0,3157.6,74.88,959.68,25.34,False
377220,프롬바이오,KOSDAQ,192,-33,-37,-65.0,145,28310,12.0,01217865,CFS,51553954227.0,50768810719.0,-16488522899.0,-22010551594.0,-14460980007.0,34294719706.0,33250074522.0,18757842594.0,33792341807.0,1.55,25.09,103.14,55.51,False
377330,이지트로닉스,KOSDAQ,14,-35,-32,-38.0,184,8139,12.0,01140837,CFS,13238656712.0,36504092010.0,-5103940859.0,-1696466242.0,-2981034855.0,17210294387.0,38189686254.0,21322094368.0,15296367453.0,-63.73,-200.86,45.07,139.39,False
377450,리파인,KOSDAQ,678,205,253,13.0,1901,17330,12.0,01210066,CFS,61572418310.0,67848478041.0,18941412133.0,20505136523.0,22552141363.0,11871173056.0,222982835417.0,189881115292.0,11092458726.0,-9.25,-7.63,5.32,1711.8,True
377460,큐에이드,KOSDAQ,700,-12,38,-42.0,2531,62055,12.0,01175499,CFS,91649492825.0,116304050890.0,-1913576661.0,-926704867.0,-106143541190.0,98987865178.0,56797272218.0,29885513887.0,74514465201.0,-21.2,-106.49,174.28,40.11,False
377480,마음AI,KOSDAQ,17,-21,-22,-25.0,580,7110,12.0,01297898,CFS,9756636744.0,7757429178.0,-6379364706.0,-6799558232.0,-3914952503.0,28190499669.0,25987020390.0,20273386201.0,28119431814.0,25.77,6.18,108.48,72.1,False
378340,필에너지,KOSDAQ,17,-39,-38,-11.0,2157,21643,12.0,01488320,CFS,32046687759.0,283324937712.0,-21065960241.0,15732581184.0,15487363342.0,83400956452.0,126165801016.0,134344728677.0,81530829180.0,-88.69,-233.9,66.1,164.78,False
378800,샤페론,KOSDAQ,1,-37,-35,-92.0,239,46243,12.0,01387164,CFS,227804629.0,17704497.0,-15027334886.0,-14049823421.0,-12661959963.0,3128591590.0,24744911282.0,24529293929.0,1977831857.0,1186.7,-6.96,12.64,1240.21,False
380540,옵티코어,KOSDAQ,119,-7,-24,-107.0,2066,24456,12.0,01506990,CFS,20606262717.0,21065351733.0,-5571130601.0,-5592283497.0,-3440322448.0,46069029024.0,23387030395.0,38974908280.0,42998803011.0,-2.18,0.38,196.99,90.64,False
380550,뉴로핏,KOSDAQ,5,-58,-57,0.0,923,12198,12.0,01782004,CFS,2615085161.0,2216206143.0,-16506712356.0,-14648713537.0,-11764169542.0,7431552107.0,19500612439.0,24624669733.0,6936553669.0,18.0,-12.68,38.11,355.0,False
381620,제닉스로보틱스,KOSDAQ,43,-31,-30,0.0,776,13117,12.0,01293485,CFS,22665261675.0,63469561784.0,-12278643586.0,4305827720.0,3188518338.0,24706490018.0,48453309468.0,36896406094.0,9363257024.0,-64.29,-385.16,50.99,394.06,False
382150,온코크로스,KOSDAQ,2,-25,-26,-62.0,376,12195,12.0,01423916,CFS,,,-8805364006.0,-6919893247.0,-6566877252.0,15221939044.0,13021687341.0,23498123074.0,5391385024.0,,-27.25,116.9,435.85,False
382480,지아이텍,KOSDAQ,101,5,21,4.0,669,39357,12.0,01311310,CFS,31995560807.0,35603079441.0,2772722027.0,3299468596.0,4499921853.0,32451871620.0,97155769161.0,62832664308.0,28633487497.0,-10.13,-15.96,33.4,219.44,True
382800,지앤비에스 에코,KOSDAQ,418,90,114,13.0,1274,31831,12.0,00958327,CFS,91354245672.0,70576022106.0,7907464734.0,11719127630.0,18290380331.0,20915585881.0,117762571168.0,85007894732.0,7545087301.0,29.44,-32.53,17.76,1126.67,True
382840,원준,KOSDAQ,6,-45,-22,-14.0,649,15271,12.0,01459212,CFS,149100259243.0,149851159615.0,6833047027.0,12288956098.0,4500974033.0,67823274112.0,98488856050.0,122668058850.0,66197048113.0,-0.5,-44.4,68.86,185.31,True
382900,범한퓨얼셀,KOSDAQ,51,-21,-17,0.0,1301,8761,12.0,01435489,CFS,43361093941.0,36194682101.0,2296670091.0,3256834243.0,-5046123188.0,188886347664.0,162941979424.0,129005087378.0,84463639386.0,19.8,-29.48,115.92,152.73,False
383310,에코프로에이치엔,KOSDAQ,347,50,49,5.0,5128,20974,12.0,01566248,CFS,138247970309.0,234160195654.0,11690386037.0,24183395829.0,41861422726.0,151472075364.0,304679175283.0,276937643126.0,94945013173.0,-40.96,-51.66,49.72,291.68,True
383930,디티앤씨알오,KOSDAQ,360,-113,-15,-7.0,218,12784,12.0,01437432,CFS,47747299019.0,35970935118.0,-5741675672.0,-11295168421.0,-12124934209.0,65286669494.0,25090209727.0,26822346927.0,51693319581.0,32.74,49.17,260.21,51.89,False
384470,코어라인소프트,KOSDAQ,13,-31,-34,-137.0,520,17946,12.0,01512575,CFS,,,-10685334736.0,-11626763554.0,-9044795088.0,22419662478.0,18608983810.0,30359717760.0,20723988085.0,,8.1,120.48,146.5,False
387570,파인메딕스,KOSDAQ,22,-8,-8,-9.0,219,5625,12.0,01455410,CFS,9522704304.0,9960360985.0,-2165562983.0,319104644.0,1293771854.0,6324621014.0,20745178016.0,13751529348.0,2581517481.0,-4.39,-778.64,30.49,532.69,False
387690,레메디,KOSDAQ,94,33,35,0.0,917,7625,12.0,01501764,,,,,,,,,,,,,,,
388050,지투파워,KOSDAQ,192,23,25,20.0,1217,18709,12.0,01462605,CFS,77040772780.0,55078407445.0,8706629232.0,3605663152.0,-880718135.0,47286567782.0,42241238287.0,71687597378.0,45829925525.0,39.87,141.47,111.94,156.42,False
388210,씨엠티엑스,KOSDAQ,441,135,141,0.0,8573,9654,12.0,01529982,CFS,160513400555.0,108430710674.0,39153765013.0,16635555052.0,4106567582.0,55279119005.0,208276827899.0,142825764217.0,43746522649.0,48.03,135.36,26.54,326.48,True
388610,지에프씨생명과학,KOSDAQ,168,17,-57,-122.0,308,5325,12.0,01221752,CFS,17714780998.0,16804533739.0,386262084.0,1704603240.0,703526737.0,10034613357.0,23798575731.0,11313808929.0,2020763307.0,5.42,-77.34,42.16,559.88,True
388720,유일로보틱스,KOSDAQ,46,-41,-80,0.0,7021,11781,12.0,01152586,CFS,,,-12620478623.0,395024451.0,-6437297893.0,18517025245.0,89703743459.0,39212981890.0,16410321307.0,,-3294.86,20.64,238.95,False
388790,라이콤,KOSDAQ,0,0,0,0.0,1175,30614,12.0,01569102,CFS,17688068719.0,13136686476.0,582005067.0,-5342449928.0,-2121544506.0,7039027132.0,21642294936.0,20195132686.0,4063892997.0,34.65,110.89,32.52,496.94,False
388870,파로스아이바이오,KOSDAQ,0,-24,-22,-72.0,644,12945,12.0,01495180,CFS,,,-9537573357.0,-9952349760.0,-8510071315.0,15556854136.0,13925701441.0,23906887731.0,1006730457.0,,4.17,111.71,2374.71,False
389020,자람테크놀로지,KOSDAQ,222,4,23,5.0,1339,6905,12.0,01365038,CFS,10643506120.0,22170389666.0,-7064553629.0,365458864.0,-2141149247.0,41325598501.0,35673822351.0,42317873027.0,40609947855.0,-51.99,-2033.06,115.84,104.21,False
389030,지니너스,KOSDAQ,24,-20,-20,-72.0,803,39392,12.0,01494154,CFS,6095507029.0,6445310469.0,-7662378874.0,-10229027717.0,-9523415064.0,22511221711.0,7707841155.0,18951731189.0,21448718122.0,-5.43,25.09,292.06,88.36,False
389140,포바이포,KOSDAQ,73,-25,-27,-31.0,658,14269,12.0,01513699,CFS,,,-5898584035.0,-9411525406.0,-11975992235.0,8827529659.0,43721234950.0,34723427611.0,8455318896.0,,37.33,20.19,410.67,False
389260,대명에너지,KOSDAQ,308,179,104,7.0,2357,17916,12.0,01150515,CFS,107481803449.0,45304532366.0,7149262614.0,329940079.0,8573172592.0,73763903029.0,192477200530.0,102633933457.0,70579227572.0,137.24,2066.84,38.32,145.42,True
389470,인벤티지랩,KOSDAQ,4,-84,-7,4.0,4112,13307,12.0,01516456,CFS,4106773121.0,1782929379.0,-20690106746.0,-18963665933.0,-15961004543.0,21331136035.0,69029325197.0,28608609648.0,12019343582.0,130.34,-9.1,30.9,238.02,False
389500,에스비비테크,KOSDAQ,0,0,0,0.0,2045,6663,12.0,00567897,CFS,7198979874.0,5465590414.0,-6862597018.0,-6892852081.0,-5572218496.0,19728989796.0,12504151834.0,15663696967.0,18942238418.0,31.71,0.44,157.78,82.69,False
389650,넥스트바이오메디컬,KOSDAQ,95,-36,29,15.0,2810,8277,12.0,01385050,CFS,16476802680.0,9542630855.0,-719540988.0,-3574731246.0,-5226499523.0,11158190910.0,48106974536.0,43267310993.0,8043595802.0,72.67,79.87,23.19,537.91,False
389680,유디엠텍,KOSDAQ,61,-20,-52,-61.0,121,8320,12.0,01498576,CFS,3213108855.0,6072035307.0,-3646962261.0,-2009724761.0,154996544.0,4381995675.0,10514750750.0,12643243721.0,3036488168.0,-47.08,-81.47,41.67,416.38,False
391710,코닉오토메이션,KOSDAQ,555,0,12,4.0,453,42620,12.0,01573284,CFS,30100048633.0,55510910029.0,-2741701591.0,45433465.0,1842558733.0,23698821253.0,24593341543.0,37489092465.0,9206145236.0,-45.78,-6134.54,96.36,407.22,False
393210,토마토시스템,KOSDAQ,83,2,13,0.0,322,15614,12.0,01436479,CFS,27188748631.0,21608252848.0,-1730883212.0,-3080000267.0,2824665460.0,32292710572.0,26130242568.0,8111315965.0,7312004637.0,25.83,43.8,123.58,110.93,False
393890,더블유씨피,KOSDAQ,429,-205,-484,-19.0,2514,33843,12.0,01291317,CFS,110812962474.0,322073352106.0,-125110500087.0,-67835019711.0,48418036437.0,793610396805.0,779838887180.0,115205168957.0,363121805639.0,-65.59,-84.43,101.77,31.73,False
393970,대진첨단소재,KOSDAQ,263,-49,-41,-56.0,504,17850,12.0,01549472,CFS,7743409976.0,9818691806.0,-14111274805.0,-6914082751.0,-2182588179.0,60620141425.0,25466424638.0,15652413384.0,44877702988.0,-21.14,-104.09,238.04,34.88,False
394280,오픈엣지테크놀로지,KOSDAQ,27,-90,-91,-108.0,2700,26346,12.0,01571107,CFS,15824280153.0,14940867980.0,-29587229194.0,-24557211170.0,979387107.0,27856535921.0,38314794096.0,25953687311.0,23011795868.0,5.91,-20.48,72.7,112.78,False
394420,리센스메디컬,KOSDAQ,10,-24,-19,0.0,1257,10934,12.0,01685677,CFS,7062970755.0,4435878147.0,-11120479188.0,-14224542324.0,-9393062932.0,5001649705.0,5783130807.0,7512300227.0,3140605181.0,59.22,21.82,86.49,239.2,False
394800,쓰리빌리언,KOSDAQ,34,-17,-15,0.0,1715,31822,12.0,01506617,CFS,11708662411.0,5772098148.0,-5880265904.0,-7419089160.0,-8352273046.0,6069964981.0,23506481488.0,16621650558.0,3357346452.0,102.85,20.74,25.82,495.08,False
396270,넥스트칩,KOSDAQ,323,-184,-207,-108.0,670,32887,12.0,01515864,CFS,39653511990.0,32252135197.0,-12936402244.0,-18439060319.0,-22516720475.0,40131061235.0,18154814920.0,38722527576.0,31296935059.0,22.95,29.84,221.05,123.73,False
396300,세아메카닉스,KOSDAQ,923,-27,13,4.0,772,26489,12.0,00534701,CFS,85827035655.0,92337581175.0,-1850263966.0,-2658884470.0,1993701154.0,75005041508.0,74247469421.0,76239409850.0,74544841073.0,-7.05,30.41,101.02,102.27,False
396470,워트,KOSDAQ,43,10,14,5.0,855,16120,12.0,00866451,CFS,15220812751.0,15184253284.0,2506542949.0,2033931625.0,1462256374.0,1986489286.0,66071285535.0,61602306180.0,1907324215.0,0.24,23.24,3.01,3229.78,True
397030,에이프릴바이오,KOSDAQ,275,169,200,27.0,5502,23413,12.0,01375822,CFS,,,-7263930208.0,16869084717.0,-13387937231.0,803765530.0,96316078884.0,94713897053.0,541518036.0,,-143.06,0.83,17490.44,False
397810,애드포러스,KOSDAQ,78,7,10,-7.0,232,5160,12.0,01551042,CFS,29106094571.0,30366399225.0,2103478706.0,2881014772.0,1636769593.0,9504382730.0,34050664973.0,32730780804.0,7466528594.0,-4.15,-26.99,27.91,438.37,True
398120,에스지헬스케어,KOSDAQ,49,2,0,6.0,229,11818,12.0,01179866,CFS,24961318396.0,15206209178.0,1799912417.0,-700981794.0,2206905050.0,15462624357.0,24189410670.0,25997241057.0,14833396604.0,64.15,356.77,63.92,175.26,False
399720,가온칩스,KOSDAQ,206,-39,-30,-17.0,5360,11858,12.0,01364747,CFS,68510181008.0,96492001688.0,-16977659085.0,3364543508.0,4545689647.0,102364964761.0,55047253193.0,109023811342.0,93675331274.0,-29.0,-604.61,185.96,116.38,False
402030,코난테크놀로지,KOSDAQ,263,-141,-136,-53.0,1280,12517,12.0,00601988,CFS,33979970427.0,26318506558.0,-9865474602.0,-14106433041.0,-10994514501.0,15962754206.0,29558172167.0,37007225637.0,15092318694.0,29.11,30.06,54.0,245.21,False
402490,그린리소스,KOSDAQ,209,25,73,20.0,1136,16935,12.0,01370863,CFS,91124642533.0,13901800173.0,6573923168.0,463846928.0,2373362825.0,60577382684.0,66901807460.0,50287470740.0,57992779053.0,555.49,1317.26,90.55,86.71,True
403490,우듬지팜,KOSDAQ,124,-22,-27,-17.0,229,45932,12.0,01299106,CFS,59129464070.0,62592984228.0,306926461.0,4000231825.0,3394236118.0,37740192865.0,38966655352.0,27851366841.0,30835024578.0,-5.53,-92.33,96.85,90.32,True
403850,더핑크퐁컴퍼니,KOSDAQ,207,29,86,13.0,1397,14351,12.0,01138364,CFS,74422440227.0,77568969732.0,16100559080.0,19373931042.0,6126272467.0,17158316874.0,171443846096.0,160431491405.0,15832355913.0,-4.06,-16.9,10.01,1013.31,True
403870,HPSP,KOSDAQ,0,0,0,0.0,32179,82300,12.0,01288827,CFS,172964572189.0,181401607828.0,89902342748.0,93945693775.0,95206074427.0,61476437245.0,308230752232.0,289037616641.0,60742547063.0,-4.65,-4.3,19.94,475.84,True
405000,플라즈맵,KOSDAQ,28,-22,-23,-223.0,192,3838,12.0,01575839,CFS,8433356969.0,10124552575.0,-7664757811.0,-17105747896.0,-18470716682.0,14783686046.0,5664050274.0,14019429295.0,12823391042.0,-16.7,55.19,261.01,109.33,False
405100,큐알티,KOSDAQ,204,30,31,6.0,1281,12289,12.0,01033591,CFS,64569554471.0,60973225324.0,6346145387.0,5870637577.0,2154413428.0,49598424695.0,100360867306.0,54697351876.0,21956492214.0,5.9,8.1,49.42,249.12,True
405920,나라셀라,KOSDAQ,223,5,-2,-1.0,214,12878,12.0,01021639,CFS,82088643652.0,82697255925.0,1600723082.0,-2844733425.0,224188728.0,52275168961.0,64921551226.0,74613363958.0,47264559739.0,-0.74,156.27,80.52,157.86,False
406820,뷰티스킨,KOSDAQ,125,-15,-21,-8.0,237,14136,12.0,01147487,CFS,45507952979.0,71923869405.0,-1908200557.0,390165390.0,-4523139612.0,50293804014.0,34792385151.0,32719824364.0,37652959215.0,-36.73,-589.07,144.55,86.9,False
407400,꿈비,KOSDAQ,316,-2,-6,-20.0,299,14634,12.0,01586455,CFS,35835378496.0,38058971918.0,-2660468636.0,164090763.0,-2712876429.0,24619566619.0,49995425097.0,28563762020.0,23211183424.0,-5.84,-1721.34,49.24,123.06,False
408470,한패스,KOSDAQ,171,-7,8,0.0,543,10572,12.0,01445024,CFS,66173578563.0,55015480144.0,8547686077.0,5413845789.0,2126074777.0,79723700067.0,42616495380.0,95072962051.0,69503226255.0,20.28,57.89,187.07,136.79,True
408900,스튜디오미르,KOSDAQ,35,-9,-2,-2.0,325,32752,12.0,01139965,CFS,15282537070.0,17235757629.0,292550410.0,773336336.0,1734567951.0,3906163441.0,40479013534.0,23834127701.0,3601558453.0,-11.33,-62.17,9.65,661.77,True
408920,메쎄이상,KOSDAQ,166,50,54,24.0,1223,43232,12.0,01596656,CFS,68749171498.0,62526410648.0,17100468541.0,14683375898.0,10009195287.0,9629190341.0,78668780812.0,63703352389.0,9350998591.0,9.95,16.46,12.24,681.25,True
411080,샌즈랩,KOSDAQ,18,-10,-6,1.0,541,15267,12.0,01242241,CFS,10097861691.0,8296932833.0,-2170243237.0,-3709115101.0,-883678732.0,3137330095.0,53660808930.0,36840009771.0,3137330095.0,21.71,41.49,5.85,1174.25,False
412350,레이저쎌,KOSDAQ,12,-17,-17,-68.0,626,14603,12.0,01573381,CFS,3920480651.0,3520688553.0,-11090723916.0,-8149499295.0,-5779025542.0,22289193844.0,21047373657.0,22337632045.0,15926278132.0,11.36,-36.09,105.9,140.26,False
412540,제일엠앤에스,KOSDAQ,155,13,-9,-36100000.0,810,20600,12.0,00528791,CFS,150911860357.0,227732994923.0,-7399469872.0,-129755527237.0,1618614699.0,502822988894.0,-11685214341.0,453850576129.0,490414059947.0,-33.73,94.3,-4303.07,92.54,False
413390,엠오티,KOSDAQ,114,2,4,6.0,683,11580,12.0,01563922,CFS,75453871276.0,84857102424.0,4427553439.0,6515936041.0,4305420321.0,59721506743.0,60275596527.0,89901795355.0,58760575533.0,-11.08,-32.05,99.08,153.0,True
413630,씨피시스템,KOSDAQ,52,5,13,6.0,1229,36436,12.0,01601222,CFS,18399376151.0,20452748014.0,2000005330.0,3264452574.0,6199142277.0,2877791300.0,42065588842.0,20143154833.0,1965352561.0,-10.04,-38.73,6.84,1024.91,True
413640,비아이매트릭스,KOSDAQ,85,-2,-1,0.0,454,7206,12.0,01462739,CFS,31448256831.0,30866150941.0,870778532.0,2026649857.0,-2700550603.0,16364391833.0,32006672856.0,38649162784.0,11150526891.0,1.89,-57.03,51.13,346.61,False
415380,스튜디오삼익,KOSDAQ,1079,40,45,13.0,218,11442,12.0,01540815,CFS,95931078734.0,107928008994.0,2828880586.0,3988123144.0,2777920676.0,9457015189.0,36322136442.0,30235519625.0,9107811624.0,-11.12,-29.07,26.04,331.97,True
416180,신성에스티,KOSDAQ,502,-5,-12,-2.0,1571,9039,12.0,00761183,CFS,51324086595.0,42047233645.0,-1589486182.0,2092359303.0,752237737.0,47641838095.0,103928412285.0,59647339176.0,25542029062.0,22.06,-175.97,45.84,233.53,False
417010,나노팀,KOSDAQ,98,-6,-10,1.0,853,20172,12.0,01524118,CFS,40923519034.0,33248085405.0,1247793209.0,-3834779564.0,5739906331.0,68885852763.0,51123968734.0,20255854323.0,15891062592.0,23.09,132.54,134.74,127.47,False
417180,핑거스토리,KOSDAQ,50,-1,-1,0.0,138,3509,12.0,01584934,CFS,17299515760.0,18350259518.0,847055617.0,1506729855.0,1382110446.0,17591811072.0,31133395159.0,34718702609.0,16854710052.0,-5.73,-43.78,56.5,205.99,True
417200,LS머트리얼즈,KOSDAQ,431,-11,-13,0.0,7292,67652,12.0,01528141,CFS,29147753781.0,28846486742.0,-4938881121.0,-1924740430.0,4004698066.0,7282696983.0,225041354699.0,65509118039.0,6865500048.0,1.04,-156.6,3.24,954.18,False
417500,제이아이테크,KOSDAQ,154,39,42,11.0,1021,32784,12.0,01367586,CFS,52382771982.0,56082641798.0,12214640252.0,13648438516.0,4365799609.0,47158267072.0,78742123143.0,46163731612.0,36384043679.0,-6.6,-10.51,59.89,126.88,True
417790,트루엔,KOSDAQ,0,0,0,0.0,577,10468,12.0,01134216,CFS,49113803516.0,53601363798.0,13254533775.0,15456790394.0,11387643245.0,5052412407.0,109398350578.0,84264648023.0,4998669216.0,-8.37,-14.25,4.62,1685.74,True
417840,저스템,KOSDAQ,177,41,46,11.0,2712,22869,12.0,01383229,CFS,47154179733.0,37786793324.0,4925499203.0,-3990820223.0,373123152.0,33501226314.0,52839734341.0,27468133226.0,32029124801.0,24.79,223.42,63.4,85.76,False
417860,오브젠,KOSDAQ,131,-5,-5,0.0,283,4706,12.0,01472930,CFS,24017071711.0,15201656072.0,267873584.0,-4149694322.0,-5830265264.0,35936734978.0,10757933954.0,16342367120.0,28268453346.0,57.99,106.46,334.05,57.81,False
417970,모델솔루션,KOSDAQ,765,81,84,10.0,669,6396,12.0,00657783,CFS,76502212442.0,67631367975.0,7751944654.0,4050769012.0,2559300338.0,25055602229.0,71906459009.0,71078855514.0,24351208436.0,13.12,91.37,34.84,291.89,True
418250,시큐레터,KOSDAQ,14,-73,-94,-82.0,476,7271,12.0,01579570,CFS,1168573306.0,1411766617.0,-4286950415.0,-7263579966.0,-5884657526.0,1474484905.0,3650863442.0,1573825919.0,1245892662.0,-17.23,40.98,40.39,126.32,False
418420,라온텍,KOSDAQ,89,-70,-65,-35.0,1020,30774,12.0,00965512,CFS,8746267801.0,8902915788.0,-5810442808.0,-6988832403.0,-2152629194.0,25142296266.0,16676925987.0,22635272188.0,5212950230.0,-1.76,16.86,150.76,434.21,False
418470,KT밀리의서재,KOSDAQ,0,0,0,0.0,842,8565,12.0,01467451,CFS,88189777012.0,72598807189.0,14370840675.0,11001459438.0,10406126329.0,23163106818.0,86939652264.0,98265279955.0,21283385438.0,21.48,30.63,26.64,461.7,True
418550,제이오,KOSDAQ,72,-20,-4,0.0,1261,32017,12.0,00411808,CFS,55173743385.0,82873665513.0,-4223565354.0,-5456610332.0,12022840148.0,37348829311.0,170233506528.0,59009445950.0,10899587608.0,-33.42,22.6,21.94,541.39,False
418620,E8,KOSDAQ,4,-27,-28,-87.0,136,19850,12.0,01516890,CFS,1655496540.0,2285497728.0,-11235058631.0,-10592851817.0,-5244230035.0,11231050183.0,14600538062.0,12522134340.0,4179658974.0,-27.57,-6.06,76.92,299.6,False
