종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,고유번호,재무제표종류,매출액_당기,매출액_전기,영업이익_당기,영업이익_전기,영업이익_전전기,부채총계,자본총계,유동자산,유동부채,매출액성장률(%),영업이익성장률(%),부채비율(%),유동비율(%),3년연속흑자
119650,KC코트렐,KOSPI,248,16,85,3.18,1007,109785,12.0,00797364,CFS,180532908393.0,291306245985.0,-8165060645.0,-69064814009.0,4340452018.0,142105735968.0,50808215705.0,99390813630.0,58187157325.0,-38.03,88.18,279.69,170.81,False
120030,조선선재,KOSPI,0,0,0,0.0,1069,1257,12.0,00796994,CFS,51761856558.0,50908446396.0,7786351406.0,8683453948.0,10580671009.0,9773906049.0,163891234834.0,140801212777.0,7765446727.0,1.68,-10.33,5.96,1813.18,True
120110,코오롱인더,KOSPI,12374,619,840,2.46,14853,29946,12.0,00795135,CFS,3986810597353.0,3353644045008.0,33978321061.0,66942307731.0,131229102759.0,3129299524283.0,3180068070581.0,1597767994725.0,1863413589312.0,18.88,-49.24,98.4,85.74,True
120115,코오롱인더우,KOSPI,0,0,0,0.0,626,2767,12.0,,,,,,,,,,,,,,,,
122900,아이마켓코리아,KOSPI,8425,166,176,7.82,2430,33428,12.0,00360142,CFS,1922135687108.0,2224254159220.0,22311439669.0,27040566315.0,27815944878.0,438001714595.0,395696620974.0,496608460634.0,384972139116.0,-13.58,-17.49,110.69,129.0,True
123690,한국화장품,KOSPI,209,19,21,3.93,965,16068,12.0,00823429,CFS,11799002271.0,12357539595.0,-3317919178.0,-2965563836.0,-2954971354.0,10080857645.0,44882196537.0,11430868658.0,7947675381.0,-4.52,-11.88,22.46,143.83,False
123700,SJM,KOSPI,531,31,82,6.03,525,15604,12.0,00815369,CFS,77345617220.0,77101341124.0,-6452999233.0,-2959046414.0,-5552412904.0,19795192887.0,182942853364.0,92293441197.0,14245225763.0,0.32,-118.08,10.82,647.89,False
123890,한국자산신탁,KOSPI,688,108,158,4.46,2667,122373,12.0,00404701,CFS,146320844029.0,159735179157.0,,,,420826180980.0,867155359520.0,,,-8.4,,48.53,,
126560,현대퓨처넷,KOSPI,709,43,68,1.36,3194,109201,12.0,00403632,CFS,134347439000.0,86084370000.0,-5216240000.0,-9242560000.0,-3651684000.0,24360989000.0,734674784000.0,243466174000.0,18728487000.0,56.06,43.56,3.32,1299.98,False
126720,수산인더스트리,KOSPI,857,136,291,11.61,2914,14286,12.0,00193328,CFS,219427967896.0,204979507265.0,26798417032.0,26787141826.0,35356593243.0,36373364301.0,546576108608.0,257424069990.0,29607156216.0,7.05,0.04,6.65,869.47,True
128820,대성산업,KOSPI,4126,218,161,-9.74,1822,45235,12.0,00828789,CFS,864063634007.0,727057412337.0,2253333283.0,-68118003.0,7540067620.0,423597212736.0,561706839372.0,108228921087.0,177031837011.0,18.84,3407.98,75.41,61.14,False
128940,한미약품,KOSPI,3929,536,554,14.29,47720,12810,12.0,00828497,CFS,1146621703290.0,1114122996196.0,177802531448.0,132700571622.0,129630249164.0,608599889985.0,856058975990.0,477905611566.0,512477259085.0,2.92,33.99,71.09,93.25,True
129260,인터지스,KOSPI,1945,35,37,2.39,574,29747,12.0,00151368,CFS,655838784174.0,645084717101.0,9864727659.0,15942842363.0,14412590807.0,179400723542.0,266654442168.0,178792990788.0,135584790279.0,1.67,-38.12,67.28,131.87,True
130660,한전산업,KOSPI,1074,63,66,3.48,3383,32600,12.0,00194947,CFS,392408970059.0,361546971762.0,5743053002.0,13507582376.0,21380155574.0,100483558810.0,102372543022.0,92752860635.0,57000778806.0,8.54,-57.48,98.15,162.72,True
133820,화인베스틸,KOSPI,506,14,1,3.56,437,37114,12.0,00661847,CFS,180562458971.0,114498270230.0,819276457.0,-14909905273.0,-17312934114.0,116081499396.0,52605324899.0,59676673802.0,104319905434.0,57.7,105.49,220.66,57.21,False
134380,미원화학,KOSPI,0,0,0,0.0,2188,21992,12.0,00855163,CFS,284512419024.0,256110289517.0,29153781514.0,28634790078.0,24913393981.0,22181951392.0,173551942637.0,118252950455.0,9439047700.0,11.09,1.81,12.78,1252.81,True
134790,시디즈,KOSPI,545,15,27,-0.14,387,2000,12.0,00852087,CFS,193979490389.0,206628905285.0,-5356519682.0,-2206535267.0,-1071106163.0,34864602832.0,63641340487.0,46262057225.0,26786885424.0,-6.12,-142.76,54.78,172.7,False
136490,선진,KOSPI,5330,614,459,20.59,2323,23779,12.0,00855093,CFS,990913890530.0,1016312023275.0,44010990579.0,48805191044.0,46502076093.0,389276859650.0,502441966486.0,275274063010.0,378870430185.0,-2.5,-9.82,77.48,72.66,True
137310,에스디바이오센서,KOSPI,1935,-116,199,-17.97,7232,120749,12.0,00854997,CFS,287945884665.0,275730629782.0,-42467431921.0,4674463970.0,-152822051484.0,66971392111.0,2418076784795.0,893856808315.0,63182178686.0,4.43,-1008.5,2.77,1414.73,False
138040,메리츠금융지주,KOSPI,78534,8548,9209,23.06,189102,167347,12.0,00860332,CFS,,,2872733957980.0,3188889251285.0,2933502360678.0,1861360893186.0,3449719254654.0,,,,-9.91,53.96,,True
138930,BNK금융지주,KOSPI,33927,2831,2831,8.07,56169,310327,12.0,00858364,CFS,,,,,,2010262210415.0,5257339255199.0,,,,,38.24,,
139130,iM금융지주,KOSPI,33571,1939,2012,7.3,28727,158363,12.0,00878915,CFS,,,,,,1443549000000.0,3714556000000.0,,,,,38.86,,
139480,이마트,KOSPI,71234,1783,1155,1.15,22049,27595,12.0,00872984,CFS,16628856457648.0,15569631870848.0,277072316573.0,121830538982.0,187950656957.0,10987850928755.0,9758842443077.0,2146430002346.0,5460679359051.0,6.8,127.42,112.59,39.31,True
139990,아주스틸,KOSPI,2638,-9,-100,-23.15,794,38755,12.0,00486705,CFS,595626053228.0,548974392987.0,-8458929049.0,-56553285482.0,-33555788961.0,569505538013.0,138037886993.0,225014964591.0,460959604590.0,8.5,85.04,412.57,48.81,False
143210,핸즈코퍼레이션,KOSPI,1806,-91,-293,-99.28,335,27999,12.0,00119140,CFS,587425484622.0,527401408227.0,-8535676293.0,-28687019328.0,-2053002561.0,487178342468.0,51087576451.0,156202111750.0,442611966708.0,11.38,70.25,953.61,35.29,False
145210,다이나믹디자인,KOSPI,270,11,7,-14.01,94,42236,12.0,00453488,CFS,50799565633.0,39215339942.0,2431667533.0,-1187897310.0,-6242909130.0,37773838147.0,49258358875.0,32093262791.0,29607395350.0,29.54,304.7,76.69,108.4,False
145720,덴티움,KOSPI,714,159,210,3.64,3259,8623,12.0,00526599,CFS,266981328920.0,320722848447.0,44168067678.0,70626376336.0,111642796016.0,346396163748.0,435342283574.0,325604006714.0,302391898970.0,-16.76,-37.46,79.57,107.68,True
145990,삼양사,KOSPI,6083,211,407,-18.19,4465,10313,12.0,00896285,CFS,1897132847359.0,1966333283072.0,65681695723.0,77487472961.0,65066179663.0,1496662937297.0,1420399247910.0,891181608765.0,894821315448.0,-3.52,-15.24,105.37,99.59,True
145995,삼양사우,KOSPI,0,0,0,0.0,122,370,12.0,,,,,,,,,,,,,,,,
155660,DSR,KOSPI,763,67,123,8.42,732,16000,12.0,00110608,CFS,198192044742.0,207480698847.0,16122869043.0,12291426485.0,19953412020.0,83044632309.0,217903999192.0,144477901172.0,82731546051.0,-4.48,31.17,38.11,174.63,True
161000,애경케미칼,KOSPI,3706,58,-3,-0.43,4208,48648,12.0,00936787,CFS,1108517746000.0,1310224794000.0,1321875000.0,10915260000.0,36404039000.0,398497225000.0,678630311000.0,317440131000.0,284130925000.0,-15.39,-87.89,58.72,111.72,True
161390,한국타이어앤테크놀로지,KOSPI,53139,5070,5288,9.35,87827,123875,12.0,00937324,CFS,3648437885609.0,3298568729593.0,162494927867.0,137086980783.0,24400101222.0,2123222232306.0,6733894942702.0,1880906741933.0,1310485387917.0,10.61,18.53,31.53,143.53,True
161890,한국콜마,KOSPI,7280,789,778,18.19,24006,23605,12.0,00939331,CFS,1192752359723.0,1059669026293.0,149532754144.0,122336444032.0,79651771388.0,676056625098.0,852945910220.0,349844376161.0,500893389742.0,12.56,22.23,79.26,69.84,True
163560,동일고무벨트,KOSPI,954,78,131,8.03,779,13900,12.0,00939687,CFS,356658348535.0,329650516165.0,20662031898.0,11785762737.0,16386896771.0,107460200209.0,239557948789.0,203226982932.0,91666991013.0,8.19,75.31,44.86,221.7,True
170900,동아에스티,KOSPI,2036,78,99,-1.8,3360,9727,12.0,00956930,CFS,745140777481.0,640730265329.0,27527629002.0,32457631004.0,32710544612.0,709198587037.0,677095800566.0,584385792571.0,380210159783.0,16.3,-15.19,104.74,153.7,True
175330,JB금융지주,KOSPI,12150,2213,2253,12.37,48945,188253,12.0,00980122,CFS,,,,,,1074917000000.0,2737047000000.0,,,,,39.27,,
178920,PI첨단소재,KOSPI,2513,349,301,7.16,5142,29366,12.0,00767460,CFS,263421091422.0,251295439548.0,43038925899.0,33826470964.0,-5582091812.0,109604647279.0,355154473586.0,122590687908.0,49202097610.0,4.83,27.23,30.86,249.16,False
180640,한진칼,KOSPI,696,130,900,5.03,68631,66762,12.0,00983040,CFS,135072196000.0,135573601000.0,41764625000.0,111076369000.0,97303109000.0,434533114000.0,2752627491000.0,331058237000.0,137159610000.0,-0.37,-62.4,15.79,241.37,True
18064K,한진칼우,KOSPI,0,0,0,0.0,149,536,12.0,,,,,,,,,,,,,,,,
181710,NHN,KOSPI,6714,263,506,4.02,11398,32753,12.0,00983271,CFS,374821657266.0,374392929868.0,79522806435.0,100422447011.0,96440855317.0,224487609303.0,1606271459961.0,178158348747.0,66304382455.0,0.11,-20.81,13.98,268.7,True
183190,아세아시멘트,KOSPI,2406,114,38,1.93,3220,35978,12.0,00990165,CFS,456605366000.0,507855908000.0,42583764000.0,73123811000.0,75614414000.0,313098448000.0,894005975000.0,185691104000.0,188475792000.0,-10.09,-41.76,35.02,98.52,True
185750,종근당,KOSPI,4478,141,137,8.2,9109,13802,12.0,00992871,CFS,1681192200410.0,1559344112891.0,80107683235.0,88118081677.0,240784841511.0,783183049275.0,1003754664532.0,1072949287376.0,509690106998.0,7.81,-9.09,78.03,210.51,True
192080,더블유게임즈,KOSPI,2050,685,919,12.71,12534,21173,12.0,01010110,CFS,175380599723.0,177337858643.0,49780642335.0,65139293094.0,58405375108.0,48490005944.0,730479327273.0,224456806640.0,25012225170.0,-1.1,-23.58,6.64,897.39,True
192400,쿠쿠홀딩스,KOSPI,2327,220,498,12.07,9103,35562,12.0,00132354,CFS,58752122704.0,52662190715.0,45382486203.0,40612985070.0,39194394221.0,137783851845.0,612246017074.0,158789801209.0,3264249078.0,11.56,11.74,22.5,4864.51,True
192650,드림텍,KOSPI,2607,4,-20,-2.04,2816,65886,12.0,00415646,CFS,519304557980.0,526587522768.0,22144111454.0,24421472435.0,14404135216.0,172772473353.0,257602195870.0,94263996987.0,168005533892.0,-1.38,-9.33,67.07,56.11,True
192820,코스맥스,KOSPI,6820,530,554,30.59,19543,11349,12.0,01009789,CFS,1526414620755.0,1357660037190.0,154578400652.0,138679278034.0,86777013559.0,851551573248.0,513387874404.0,531036685608.0,652451292139.0,12.43,11.46,165.87,81.39,True
194370,제이에스코퍼레이션,KOSPI,3080,308,164,15.45,3293,29016,12.0,00332927,CFS,312632825883.0,324108017119.0,34621798221.0,48820645046.0,41317366737.0,303442389605.0,353931486637.0,154449597810.0,248651490398.0,-3.54,-29.08,85.73,62.11,True
195870,해성디에스,KOSPI,1887,110,142,6.18,8925,17000,12.0,01032413,CFS,644987651316.0,594589313583.0,49180711881.0,60952110537.0,106621955456.0,289051880588.0,568822832411.0,378877912369.0,183349934188.0,8.48,-19.31,50.82,206.64,True
200880,서연이화,KOSPI,11887,486,677,7.69,2827,27028,12.0,01036446,CFS,1925420295816.0,1797016925001.0,123356163687.0,112803091082.0,133564824297.0,691778064045.0,1123514770801.0,591078658065.0,649629703728.0,7.15,9.36,61.57,90.99,True
204320,HL만도,KOSPI,23117,936,860,4.58,20285,46957,12.0,01042775,CFS,3029657613639.0,2771511554478.0,13491478981.0,-17327963517.0,-44995037682.0,1916689717967.0,2127816437558.0,1085885967844.0,1159152652230.0,9.31,177.86,90.08,93.68,False
207940,삼성바이오로직스,KOSPI,12571,5808,6406,19.56,645758,46290,12.0,00877059,CFS,4556971695180.0,3497145675782.0,2068092839427.0,1321425521850.0,1204187993041.0,3608519898043.0,7415448837573.0,4393474867636.0,2532515580158.0,30.31,56.5,48.66,173.48,True
210540,디와이파워,KOSPI,1029,118,136,8.41,1180,11041,12.0,01059605,CFS,246760537058.0,266229960541.0,14751114257.0,13000504294.0,18576650840.0,29854000771.0,282797492543.0,149222708397.0,28545450392.0,-7.31,13.47,10.56,522.75,True
210980,SK디앤디,KOSPI,703,-93,-281,-3.7,1044,18617,12.0,00508344,CFS,342705833819.0,605895703798.0,30196884243.0,25943865260.0,176390080155.0,898867831008.0,578417644764.0,773729534957.0,664589509282.0,-43.44,16.39,155.4,116.42,True
213500,한솔제지,KOSPI,5598,112,33,0.09,1637,23800,12.0,01060744,CFS,2169056497597.0,2120454644329.0,44124759831.0,16913710050.0,28602261913.0,1222947041591.0,696637831555.0,740841960593.0,875026214630.0,2.29,160.88,175.55,84.67,True
214320,이노션,KOSPI,5238,398,472,11.07,7444,40000,12.0,00565154,CFS,625733462013.0,601695934337.0,20373951122.0,19102622176.0,27894833319.0,464396157848.0,805656566091.0,591640600016.0,426257508343.0,3.99,6.66,57.64,138.8,True
214330,금호에이치티,KOSPI,853,16,53,-7.07,531,10456,12.0,00105606,CFS,259629226051.0,290469145173.0,2168787406.0,9266033054.0,-8043521242.0,67375253200.0,252801889909.0,155101319013.0,66683997200.0,-10.62,-76.59,26.65,232.59,False
214390,경보제약,KOSPI,2386,105,49,3.19,1240,23906,12.0,00101664,CFS,264104056811.0,238556125924.0,3518577342.0,10453728086.0,5544771906.0,173800165700.0,145737670605.0,159137887432.0,147249218437.0,10.71,-66.34,119.26,108.07,True
214420,토니모리,KOSPI,520,42,45,10.99,1183,24054,12.0,00816544,CFS,141414481610.0,123799557630.0,13687625549.0,10203471538.0,8335786315.0,53801101652.0,147980709219.0,66021687303.0,46744387326.0,14.23,34.15,36.36,141.24,True
217590,티엠씨,KOSPI,939,10,28,0.0,3204,24094,12.0,00949161,CFS,325654595559.0,347554232366.0,9227139147.0,15084654886.0,14380366764.0,111325108391.0,117535938990.0,137690404237.0,98429502649.0,-6.3,-38.83,94.72,139.89,True
226320,잇츠한불,KOSPI,427,68,166,6.19,2063,21929,12.0,00911955,CFS,23826806118.0,27284955467.0,-8145742725.0,-6388314614.0,-14045964081.0,5845580146.0,412242751314.0,214685652060.0,5155179665.0,-12.67,-27.51,1.42,4164.46,False
227840,현대코퍼레이션홀딩스,KOSPI,806,62,106,11.36,1092,9100,12.0,01108099,CFS,200954682000.0,168311840000.0,22160757000.0,19807367000.0,19546514000.0,71718600000.0,315697688000.0,97396200000.0,23550647000.0,19.39,11.88,22.72,413.56,True
229640,LS에코에너지,KOSPI,2855,201,195,20.67,13061,30624,12.0,01093007,CFS,15060093027.0,10309433238.0,13036878457.0,8504930156.0,3090144231.0,1794190243.0,287489492408.0,17549699268.0,1443785991.0,46.08,53.29,0.62,1215.53,True
234080,JW생명과학,KOSPI,635,93,90,13.98,1746,15834,12.0,00225706,CFS,234013893513.0,221209755065.0,31201108793.0,36266747218.0,29289967015.0,89436527725.0,207990199564.0,72923276127.0,81714650272.0,5.79,-13.97,43.0,89.24,True
241560,두산밥캣,KOSPI,22473,2070,1837,5.88,58184,95856,12.0,01032486,CFS,6181806000.0,6269305000.0,482437000.0,638867000.0,1064723000.0,3546871000.0,5011583000.0,3124902000.0,1893544000.0,-1.4,-24.49,70.77,165.03,True
241590,화승엔터프라이즈,KOSPI,3509,-48,-69,-8.05,1863,60589,12.0,01128613,CFS,1129354396.0,5208397270.0,-937481242.0,3008712020.0,-1210067617.0,33399147978.0,329007141382.0,103504221278.0,33399147978.0,-78.32,-131.16,10.15,309.9,False
244920,에이플러스에셋,KOSPI,1866,159,170,17.5,2570,22607,12.0,00684802,CFS,601339048746.0,456301382233.0,26947804550.0,29469436335.0,10761520417.0,153386250000.0,166988346680.0,182930896318.0,129661373711.0,31.79,-8.56,91.85,141.08,True
248070,솔루엠,KOSPI,4782,217,238,2.83,6856,47816,12.0,01159233,CFS,820860045619.0,872958275275.0,12648569340.0,5334070384.0,18101529479.0,505860322467.0,356198404819.0,380760472017.0,396274838915.0,-5.97,137.13,142.02,96.08,True
248170,샘표식품,KOSPI,1037,68,96,10.62,1027,4568,12.0,01167056,CFS,396010099635.0,394721491444.0,22356218491.0,7108231957.0,7235181763.0,113668771544.0,248801166161.0,164148252860.0,104911922863.0,0.33,214.51,45.69,156.46,True
249420,일동제약,KOSPI,1420,92,92,17.06,4302,31638,12.0,01168383,CFS,559644775849.0,611095544443.0,28433525108.0,49818811308.0,-40722855101.0,305214186839.0,273934847023.0,221123247844.0,210195318262.0,-8.42,-42.93,111.42,105.2,False
251270,넷마블,KOSPI,6517,531,2772,6.43,28677,81934,12.0,00904672,CFS,1370381789046.0,1082436338723.0,54757540074.0,49001147407.0,-41712199024.0,1762245373836.0,5147770864047.0,338493682608.0,1519385989004.0,26.6,11.75,34.23,22.28,False
259960,크래프톤,KOSPI,13714,5616,7191,12.1,108193,46137,12.0,00760971,CFS,2885650182961.0,2636975532925.0,1062718474025.0,1208574641448.0,811620362152.0,896134074600.0,7263459492069.0,3774985119888.0,635820408062.0,9.43,-12.07,12.34,593.72,True
264900,크라운제과,KOSPI,0,0,0,0.0,1005,12523,12.0,01205329,CFS,444838419779.0,438102375193.0,15265165837.0,21046933550.0,28440130656.0,127447455604.0,227522957559.0,121733934283.0,74503031147.0,1.54,-27.47,56.02,163.39,True
26490K,크라운제과우,KOSPI,0,0,0,0.0,55,773,12.0,,,,,,,,,,,,,,,,
267250,HD현대,KOSPI,196019,28348,28284,15.11,156406,78993,12.0,01205709,CFS,526073781000.0,437639420000.0,439181609000.0,348351416000.0,487636988000.0,2958359894000.0,6034691685000.0,49938471000.0,1138453429000.0,20.21,26.07,49.02,4.39,True
267260,HD현대일렉트릭,KOSPI,10365,2583,2842,43.9,280446,36047,12.0,01205851,CFS,3381139400167.0,2993583277092.0,889157412371.0,656840618211.0,308671464935.0,1662859953087.0,1840963756995.0,2374337796110.0,1496274603961.0,12.95,35.37,90.33,158.68,True
267270,HD건설기계,KOSPI,23049,1907,2244,7.66,58560,47921,12.0,01205842,CFS,2150088763000.0,1936148884000.0,91036693000.0,69650427000.0,214771506000.0,990243170000.0,1431048828000.0,1049291019000.0,593955689000.0,11.05,30.71,69.2,176.66,True
267290,경동도시가스,KOSPI,5418,196,224,7.25,1124,5895,12.0,01208885,CFS,1758843266456.0,1791205529866.0,33112320924.0,26776445316.0,28115172054.0,452793706650.0,472206634780.0,520817981110.0,383739889763.0,-1.81,23.66,95.89,135.72,True
267850,아시아나IDT,KOSPI,1940,92,134,7.06,1032,11100,12.0,00458234,CFS,194059284908.0,194024077326.0,12128135452.0,9225853941.0,9112194550.0,42010960963.0,174278779355.0,151249570617.0,36937313071.0,0.02,31.46,24.11,409.48,True
268280,미원에스씨,KOSPI,1413,193,270,15.27,5705,5000,12.0,01234297,CFS,506002585210.0,490101109037.0,60677808626.0,57175654595.0,24825231213.0,65985382400.0,453561216735.0,333785954992.0,37506358954.0,3.24,6.13,14.55,889.94,True
271560,오리온,KOSPI,9304,1655,1766,10.85,50596,39528,12.0,01238169,CFS,1145838309534.0,1097613165124.0,186817160198.0,178478062889.0,168796749578.0,184593986725.0,1760719742909.0,742253395465.0,149448318147.0,4.39,4.67,10.48,496.66,True
271940,일진하이솔루스,KOSPI,271,-20,-1,0.0,3540,36313,12.0,00972503,CFS,81586396146.0,79297672959.0,-11164376397.0,-9515638086.0,-9799275704.0,32840269412.0,315131298755.0,285982876032.0,25780920384.0,2.89,-17.33,10.42,1109.28,False
271980,제일약품,KOSPI,1303,4,32,10.08,1424,14704,12.0,01236897,CFS,571285016382.0,698378736558.0,8329997896.0,-14101792090.0,6500440155.0,269083140215.0,181723082289.0,261262338438.0,252031797048.0,-18.2,159.07,148.07,103.66,False
272210,한화시스템,KOSPI,8071,343,-1157,3.6,114485,188919,12.0,00339391,CFS,3091485354880.0,2793633003560.0,279977530600.0,225139628817.0,125565184799.0,4527158129063.0,4816264629554.0,2371127169235.0,2639691968308.0,10.66,24.36,94.0,89.83,True
272450,진에어,KOSPI,14613,1631,1227,51.15,2599,52200,12.0,00653024,CFS,1381080693148.0,1461262722147.0,-19157673281.0,163113835297.0,182163416125.0,949738426789.0,224435967985.0,625624533612.0,555812180909.0,-5.49,-111.74,423.17,112.56,False
272550,삼양패키징,KOSPI,933,5,-8,5.48,1300,15068,12.0,01060814,CFS,418914127885.0,433772527088.0,24670766226.0,32898241192.0,31638227549.0,263125743374.0,384484523248.0,108487104573.0,155702639499.0,-3.43,-25.01,68.44,69.68,True
278470,에이피알,KOSPI,5934,1456,1571,83.79,136649,37438,12.0,01190568,CFS,1528295842593.0,723000956467.0,354121688379.0,118397992536.0,104946370008.0,287184604681.0,447113743583.0,522068011393.0,213933877761.0,111.38,199.09,64.23,244.03,True
279570,케이뱅크,KOSPI,0,0,0,0.0,25071,405695,12.0,01203312,CFS,,,,,,29692522000000.0,2171766000000.0,,,,,1367.21,,
280360,롯데웰푸드,KOSPI,10273,358,240,3.02,9250,9204,12.0,01258507,CFS,3282856614951.0,3230181906535.0,84235372065.0,110340209785.0,130507053750.0,1991991024766.0,2124872932311.0,1125922954312.0,804809093911.0,1.63,-23.66,93.75,139.9,True
281820,케이씨텍,KOSPI,1561,348,405,0.0,19858,19798,12.0,01261893,CFS,383391616140.0,385433971366.0,60874676504.0,49783492468.0,32703769328.0,70055391769.0,531028582207.0,465957275673.0,65493702371.0,-0.53,22.28,13.19,711.45,True
282330,BGF리테일,KOSPI,21204,381,383,17.62,21380,17283,12.0,01263022,CFS,8858122048578.0,8592135750579.0,221956555723.0,230407886963.0,241386595896.0,2188663332062.0,1232326061158.0,1094432179849.0,1285309019963.0,3.1,-3.67,177.6,85.15,True
